"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","302.47621352702845","116179","2772","289.88","0","","434.0","endtimes_reverse-cp2025_big","20375","385484","20661","","177491","","1.04","","","2029","205","","11836","1.68214","138537","13880","","minimize","605","","","138537","","","18318","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","303.23276788694784","","","","0","","","endtimes_reverse-cp2025_big","35209","","34568","","","","","","","2808","1","630","20937","2.6006","","","","minimize","1089","","","192590","","","31596","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","OPTIMAL_SOLUTION","51.43534127797466","48240","","50.4509","0","","","endtimes_reverse-cp2025_big","2435","1954","22704","373","","","","","","14670","29","13212","","4.29456","48240","","","minimize","","","","48240","","1220","3542","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","2.015326656983234","16854","","1.6032","0","","","endtimes_reverse-cp2025_big","1063","1","6290","","","","","","","3832","8","3094","","1.2464","16854","","","minimize","","","","16854","","610","1408","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","UNKNOWN","302.92895055096596","","","","0","","","endtimes_reverse-cp2025_big","34144","","33913","","","","","","","2721","0","548","19963","2.49044","","","","minimize","968","","","","","","30790","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.29565907898359","3969","","0.194691","0","","","endtimes_reverse-cp2025_big","1068","","1022","","180","","","45128","178","486","1","378","1210","0.294949","3969","","","minimize","484","","","3969","","","378","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","UNKNOWN","302.6403765499126","","","","0","","","endtimes_reverse-cp2025_big","21065","","21429","","","","","","","2106","0","360","12165","1.71949","","","","minimize","605","","","","","","18620","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","SATISFIED","300.3830027000513","1143","","0.092918","0","","","endtimes_reverse-cp2025_big","560","","589","","96","","","5098","174","272","1","189","605","0.251371","1482","","","minimize","242","","","1482","","","189","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","300.84900103497785","40367","","0.912138","0","","","endtimes_reverse-cp2025_big","2604","","3298","","1778","","","559218","691","1572","1","756","2420","0.722002","49243","","","minimize","968","","","49243","","","756","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.1938679770100862","","13148","0.381","0","492","0.0","endtimes_reverse-cp2025_big","2071","2261","1737","","2152","109","0.134","3609785","12654","488","1","139","1831","0.337384","3969","2683","0.009","minimize","242","0","1","3969","1797171534","","1378","0.0","2152","1.41"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","300.480954652885","3475","","0.248531","0","","","endtimes_reverse-cp2025_big","1248","","1520","","273","","","15852","438","715","1","378","1210","0.436284","5187","","","minimize","484","","","5187","","","378","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","OPTIMAL_SOLUTION","11.496360482065938","","268155","10.656","0","240","0.0","endtimes_reverse-cp2025_big","829","6958","655","","4367","53","0.247","4243647","267913","237","2","68","817","0.249956","916","941","0.02","minimize","121","2485","2","916","-1930161891","","492","0.0","4367","0.28"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","UNKNOWN","303.347782674944","","","","0","","","endtimes_reverse-cp2025_big","35437","","34796","","","","","","","2808","0","630","21051","2.55414","","","","minimize","1089","","","","","","31824","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","302.39659622707404","187704","","260.219","0","","","endtimes_reverse-cp2025_big","12836","","10913","","0","","","0","0","5387","53","4725","15125","1.94018","196781","","","minimize","6050","","","196781","","","4725","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.2004513340070844","","13148","0.383","0","492","0.0","endtimes_reverse-cp2025_big","2071","2261","1737","","2152","109","0.133","3609785","12654","488","1","139","1831","0.339955","3969","2683","0.01","minimize","242","0","1","3969","156336100","","1378","0.0","2152","1.41"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","302.86000851599965","100718","3236","292.61","0","","541.0","endtimes_reverse-cp2025_big","30585","367117","30511","","169589","","1.49","","","2471","336","","17764","2.40195","151504","19518","","minimize","847","","","151504","","","28018","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.69042723299935","","734258","299.367","0","1098","0.0","endtimes_reverse-cp2025_big","6336","85641","6766","","71990","137","0.643","336449091","733158","1077","1","156","3719","0.767152","59270","11183","27.9","minimize","242","13488","1","59270","-1127869496","","5154","0.0","71990","7.12"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.7135138750309125","1635","","0.078884","0","","","endtimes_reverse-cp2025_big","534","","515","","0","","","4113","73","238","1","189","605","0.23704","1635","","","minimize","242","","","1635","","","189","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","SATISFIED","300.4719830749091","26649","","0.225559","0","","","endtimes_reverse-cp2025_big","754","","1066","","697","","","55772","611","503","2","189","605","0.341224","27481","","","minimize","242","","","27481","","","189","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","302.61935388622805","","","","0","","","endtimes_reverse-cp2025_big","20451","","20815","","","","","","","2106","2","360","11858","1.69402","","","","minimize","605","","","137500","","","18006","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","302.1274122890318","","","","0","","","endtimes_reverse-cp2025_big","14388","","14712","","","","","","","1703","2","284","8498","1.38168","","","","minimize","484","","","45765","","","12428","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5444945540511981","","5573","0.006","0","138","0.0","endtimes_reverse-cp2025_big","185","11","343","","0","11","0.029","1180","5433","134","1","9","33","0.235206","8247","347","0.006","minimize","","0","1","8247","-1690101970","","66","0.0","0","0.08"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","302.87528699892573","","","","0","","","endtimes_reverse-cp2025_big","25498","","25692","","","","","","","2327","1","420","14798","2.00657","","","","minimize","726","","","87094","","","22744","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","SATISFIED","303.90451471786946","","","","0","","","endtimes_reverse-cp2025_big","46697","","45179","","","","","","","3253","2","833","27995","3.22177","","","","minimize","1452","","","247361","","","42286","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","UNKNOWN","301.702660088893","","","","0","","","endtimes_reverse-cp2025_big","4826","","5470","","","","","","","2635","0","1512","4840","1.13871","","","","minimize","1936","","","","","","1512","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNKNOWN","301.43343309802003","","","","0","","","endtimes_reverse-cp2025_big","3836","","4691","","","","","","","2253","0","1134","3630","0.971722","","","","minimize","1452","","","","","","1134","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.1179957509739324","","6997","0.012","0","692","0.0","endtimes_reverse-cp2025_big","3856","164","3289","","2","161","0.23","16988","6303","685","1","211","3136","0.478458","7284","5487","0.012","minimize","363","2","1","7284","-1921473214","","2846","0.0","2","1.41"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","1.4758535199798644","2919","","1.1387","0","","","endtimes_reverse-cp2025_big","846","1","4855","","","","","","","2725","2","1958","","0.806612","2919","","","minimize","","","","2919","","610","978","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","SATISFIED","301.5236147698015","100517","","179.166","0","","","endtimes_reverse-cp2025_big","3370","","4385","","0","","","0","0","2097","34","945","3025","0.897939","109894","","","minimize","1210","","","109894","","","945","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","SATISFIED","300.89206650294363","38922","","80.5968","0","","","endtimes_reverse-cp2025_big","2090","","2819","","224813","","","72215648","1291","1340","6","567","1815","0.670437","56121","","","minimize","726","","","56121","","","567","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","301.4703326409217","127647","","15.25","0","","","endtimes_reverse-cp2025_big","3836","","4691","","8750","","","2768605","2456","2253","2","1134","3630","0.96231","161983","","","minimize","1452","","","161983","","","1134","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","SATISFIED","303.395588042913","","","","0","","","endtimes_reverse-cp2025_big","41021","","39817","","","","","","","3120","1","766","24709","2.89344","","","","minimize","1331","","","144730","","","36856","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","301.2571143809473","89245.9950013","","299.8014","0","","","endtimes_reverse-cp2025_big","2629","6873","26254","1719","","","","","","17159","51","15752","","4.95587","91005","","","minimize","","","","91005","","1220","3876","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","SATISFIED","300.9405819569947","13912","1265","299.36","0","","101.0","endtimes_reverse-cp2025_big","4862","725057","5082","","351422","","0.18","","","900","76","","3049","0.649617","18605","4130","","minimize","242","","","18605","","","3962","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","302.61063364194706","","","","0","","","endtimes_reverse-cp2025_big","21727","","22091","","","","","","","2106","0","360","12496","1.77472","","","","minimize","605","","","","","","19282","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","SATISFIED","306.28721125703305","","","","0","","","endtimes_reverse-cp2025_big","35437","","34796","","","","","","","2808","1","630","21051","2.5995","","","","minimize","1089","","","215027","","","31824","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","302.0323751899414","","","","0","","","endtimes_reverse-cp2025_big","6226","","6393","","","","","","","3105","0","2079","6655","1.2842","","","","minimize","2662","","","","","","2079","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","SATISFIED","300.9204463090282","27548","","0.951501","0","","","endtimes_reverse-cp2025_big","2652","","3451","","1043","","","220534","814","1643","1","756","2420","0.749366","36593","","","minimize","968","","","36593","","","756","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","OPTIMAL_SOLUTION","0.4504813690437004","334","","0.179","0","","","endtimes_reverse-cp2025_big","20","0","45","","","","","","","46","1","49","","0.177913","334","","","minimize","","","","334","","","42","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","UNKNOWN","304.46942892693914","","","","0","","","endtimes_reverse-cp2025_big","57767","","55435","","","","","","","3740","0","1036","34823","3.77157","","","","minimize","1815","","","","","","52516","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.4653239109320566","","26098","0.004","0","36","0.0","endtimes_reverse-cp2025_big","30","3","74","","0","3","0.025","210","26060","34","1","","2","0.182825","580","69","0.004","minimize","","0","1","580","970342005","","4","0.0","0","0.05"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.48133479605894536","","29139","0.001","0","37","0.0","endtimes_reverse-cp2025_big","37","5","74","","0","5","0.026","162","29100","33","1","3","3","0.192315","948","64","0.001","minimize","","0","1","948","223324346","","6","0.0","0","0.12"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","OPTIMAL_SOLUTION","0.47802741499617696","295","","0.021797","0","","","endtimes_reverse-cp2025_big","14","","44","","0","","","1","0","17","1","","","0.161227","295","","","minimize","","","","295","","","","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","SATISFIED","304.78198079694994","","","","0","","","endtimes_reverse-cp2025_big","58032","","55773","","","","","","","3790","1","1035","34928","3.70993","","","","minimize","1815","","","201169","","","52726","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","303.64127733791247","","","","0","","","endtimes_reverse-cp2025_big","29789","","29339","","","","","","","2593","7","559","17822","2.31756","","","","minimize","968","","","117197","","","26508","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","2.1708202610025182","2919","","1.3435","0","","","endtimes_reverse-cp2025_big","1054","","971","","19124","","","2536795","659","463","4","378","1210","0.296609","2919","","","minimize","484","","","2919","","","378","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","SATISFIED","302.038161149947","127845","","6.53051","0","","","endtimes_reverse-cp2025_big","6226","","6393","","4898","","","1599088","1919","3105","1","2079","6655","1.28156","144730","","","minimize","2662","","","144730","","","2079","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","UNKNOWN","310.06473338906653","","","","0","","","endtimes_reverse-cp2025_big","166065","","158352","","","","","","","7026","0","2396","97549","10.1705","","","","minimize","4235","","","","","","155128","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","303.30927084502764","147719","3471","123.79","0","","671.0","endtimes_reverse-cp2025_big","35209","105935","34519","","50638","","1.81","","","2759","29","","20937","2.60366","191818","21962","","minimize","1089","","","191818","","","32226","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","302.2948148759315","78261","2338","126.84","0","","325.0","endtimes_reverse-cp2025_big","14588","232578","14902","","110285","","0.74","","","1692","90","","8582","1.36978","91264","10422","","minimize","484","","","91264","","","12884","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.2301242710091","","","","0","","","endtimes_reverse-cp2025_big","132694","","126351","","","","","","","6221","0","2056","78711","8.08013","","","","minimize","3630","","","","","","123162","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","SATISFIED","307.9461188300047","205738","6377","276.97","0","","2484.0","endtimes_reverse-cp2025_big","135131","73311","128739","","32210","","6.79","","","6172","80","","79930","7.67339","221451","74285","","minimize","3630","","","221451","","","127655","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.683459777967073","0","","0.3901","0","","","endtimes_reverse-cp2025_big","373","0","1812","","","","","","","914","1","530","","0.340911","0","","","minimize","","","","205","","305","383","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","SATISFIED","303.4455132470466","134698","3387","241.04","0","","728.0","endtimes_reverse-cp2025_big","35596","215245","34843","","97866","","1.83","","","2717","94","","21152","2.68073","202322","22030","","minimize","1089","","","202322","","","32655","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","SATISFIED","300.7272279080935","6646","1114","299.44","0","","85.0","endtimes_reverse-cp2025_big","4028","800428","4167","","386907","","0.14","","","820","122","","2678","0.551143","10250","3515","","minimize","242","","","10250","","","3208","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","301.6295988529455","143587","","240.792","0","","","endtimes_reverse-cp2025_big","3846","","4727","","411149","","","74057500","2149","2269","1","1134","3630","0.95987","177035","","","minimize","1452","","","177035","","","1134","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","303.07865523314103","72242","3308","287.33","0","","638.0","endtimes_reverse-cp2025_big","32038","209012","31620","","94658","","1.67","","","2592","69","","18932","2.42117","92943","20240","","minimize","968","","","92943","","","29286","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.47111424803733826","136","187","0.01","0","","4.0","endtimes_reverse-cp2025_big","719","1","486","","4","","0.01","","","190","1","","778","0.195205","136","545","","minimize","121","","","136","","","482","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","OPTIMAL_SOLUTION","0.443071607965976","295","","0.1746","0","","","endtimes_reverse-cp2025_big","20","0","45","","","","","","","46","1","49","","0.174641","295","","","minimize","","","","295","","","42","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","OPTIMAL_SOLUTION","0.46462591201998293","","10380","0.001","0","19","0.0","endtimes_reverse-cp2025_big","14","1","36","","0","1","0.012","52","10359","17","1","","","0.167711","334","31","0.001","minimize","","0","1","334","-1766783273","","","0.0","0","0.05"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.8085595469456","","","","0","","","endtimes_reverse-cp2025_big","6336","","6766","","","","","","","1077","3","156","3719","0.777649","","","","minimize","242","","","59053","","","5154","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","SATISFIED","302.75552424392663","","","","0","","","endtimes_reverse-cp2025_big","22270","","22634","","","","","","","2106","1","359","12768","1.79624","","","","minimize","605","","","115641","","","19826","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","OPTIMAL_SOLUTION","0.5578735050512478","2740","","0.028602","0","","","endtimes_reverse-cp2025_big","68","","213","","0","","","0","0","85","1","","","0.190129","2740","","","minimize","","","","2740","","","","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","300.685699309106","","234521","299.463","0","732","0.0","endtimes_reverse-cp2025_big","3194","82295","3180","","80033","127","0.186","761089462","233787","717","1","140","2302","0.534556","4846","4995","0.016","minimize","242","1936","14","4846","2013364228","","2320","0.0","80033","3.16"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","302.5253886820283","","","","0","","","endtimes_reverse-cp2025_big","19295","","19597","","","","","","","2046","4","352","11312","1.61337","","","","minimize","605","","","112712","","","16914","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","UNKNOWN","302.00363826495595","","","","0","","","endtimes_reverse-cp2025_big","12173","","12316","","","","","","","1553","0","275","7456","1.20628","","","","minimize","484","","","","","","10344","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.4507744399598","","","","0","","","endtimes_reverse-cp2025_big","15013","","15399","","","","","","","1763","3","289","8780","1.3989","","","","minimize","484","","","91997","","","12992","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","300.5183998120483","5293","","18.2897","0","","","endtimes_reverse-cp2025_big","1296","","1673","","65871","","","18475137","516","786","6","378","1210","0.434682","9116","","","minimize","484","","","9116","","","378","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","SATISFIED","309.8720083790831","","","","0","","","endtimes_reverse-cp2025_big","166065","","158352","","","","","","","7026","1","2396","97549","9.95484","","","","minimize","4235","","","241412","","","155128","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","302.52301303402055","","","","0","","","endtimes_reverse-cp2025_big","19295","","19597","","","","","","","2046","4","352","11312","1.61003","","","","minimize","605","","","103304","","","16914","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","303.92680134414695","","","","0","","","endtimes_reverse-cp2025_big","48015","","46578","","","","","","","3307","1","833","28627","3.29809","","","","minimize","1452","","","171663","","","43550","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","304.54981690994464","","","","0","","","endtimes_reverse-cp2025_big","62138","","59879","","","","","","","3790","1","1035","36981","4.16573","","","","minimize","1815","","","131823","","","56832","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","OPTIMAL_SOLUTION","1.8566973279230297","","60483","0.358","0","972","0.0","endtimes_reverse-cp2025_big","5911","2022","5240","","443","216","0.348","1903095","59509","966","7","275","4553","0.64363","14021","8907","0.206","minimize","484","91","7","14021","-569781968","","4538","0.0","443","1.41"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","OPTIMAL_SOLUTION","1.928370337933302","12889","","0.568595","0","","","endtimes_reverse-cp2025_big","1138","","1201","","157","","","87946","156","574","5","378","1210","0.333756","12889","","","minimize","484","","","12889","","","378","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","SATISFIED","303.9563012479339","","","","0","","","endtimes_reverse-cp2025_big","50508","","49071","","","","","","","3307","1","832","29874","3.38641","","","","minimize","1452","","","217947","","","46044","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","SATISFIED","300.8313231969951","21365","","104.637","0","","","endtimes_reverse-cp2025_big","2606","","3303","","301274","","","86063480","769","1574","4","756","2420","0.726452","33830","","","minimize","968","","","33830","","","756","","",""
