"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","303.42785270209424","","","","0","","","endtimes_reverse-cp2025_big","41021","","39817","","","","","","","3120","0","766","24709","2.91084","","","","minimize","1331","","","","","","36856","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","302.1272976610344","","","","0","","","endtimes_reverse-cp2025_big","14020","","14319","","","","","","","1677","2","280","8328","1.37534","","","","minimize","484","","","83680","","","12088","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","302.2803763670381","79149","","32.4713","0","","","endtimes_reverse-cp2025_big","4778","","5339","","11757","","","11859381","2032","2581","7","1512","4840","1.05138","117197","","","minimize","1936","","","117197","","","1512","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","303.15111067704856","","","","0","","","endtimes_reverse-cp2025_big","32038","","31669","","","","","","","2641","2","558","18932","2.47909","","","","minimize","968","","","93454","","","28728","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","OPTIMAL_SOLUTION","7.2658520709956065","","160061","6.135","0","653","0.0","endtimes_reverse-cp2025_big","3332","4072","3199","","3462","122","0.191","28198883","159406","645","2","144","2395","0.492593","12156","5194","0.213","minimize","242","327","8","12156","325142800","","2506","0.0","3462","2.11"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","302.5799473619554","87749","2825","289.79","0","","458.0","endtimes_reverse-cp2025_big","21727","456113","22042","","209337","","1.1","","","2057","76","","12496","1.80705","111264","14626","","minimize","605","","","111264","","","19642","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","302.14054495701566","","","","0","","","endtimes_reverse-cp2025_big","14020","","14319","","","","","","","1677","3","280","8328","1.29569","","","","minimize","484","","","82140","","","12088","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","0.7079635619884357","","9919","0.022","0","328","0.0","endtimes_reverse-cp2025_big","1073","283","998","","68","57","0.084","59045","9589","324","1","74","899","0.290169","6281","1399","0.011","minimize","121","158","1","6281","752260410","","656","0.0","68","0.63"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","308.15564533509314","","","","0","","","endtimes_reverse-cp2025_big","19910","","15721","","","","","","","7818","0","7560","24200","2.65215","","","","minimize","9680","","","","","","7560","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","308.2490874780342","334492","6402","275.07","0","","2523.0","endtimes_reverse-cp2025_big","136431","90201","130065","","39621","","6.87","","","6188","151","","80575","7.91157","390605","74976","","minimize","3630","","","390605","","","128945","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","301.9891101400135","","","","0","","","endtimes_reverse-cp2025_big","10399","","10807","","","","","","","1420","5","224","6111","1.16458","","","","minimize","363","","","73713","","","8796","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","1.0009067360078916","7137","","0.184549","0","","","endtimes_reverse-cp2025_big","576","","632","","32","","","15196","32","295","1","189","605","0.256415","7137","","","minimize","242","","","7137","","","189","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","27.544562670052983","11726","","26.9736","0","","","endtimes_reverse-cp2025_big","1253","4767","8058","386","","","","","","5177","25","4448","","1.67453","11726","","","minimize","","","","11726","","610","1812","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","302.62750864983536","","","","0","","","endtimes_reverse-cp2025_big","21727","","22091","","","","","","","2106","3","360","12496","1.81014","","","","minimize","605","","","113194","","","19282","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.5421810890547931","350","","0.028042","0","","","endtimes_reverse-cp2025_big","14","","44","","0","","","0","0","17","1","","","0.159341","350","","","minimize","","","","350","","","","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","302.525266462937","83035","2772","191.61","0","","406.0","endtimes_reverse-cp2025_big","19905","215833","20191","","97877","","1.02","","","2029","50","","11601","1.68783","103390","13645","","minimize","605","","","103390","","","17848","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","302.72149217594415","","","","0","","","endtimes_reverse-cp2025_big","21727","","22091","","","","","","","2106","0","360","12496","1.796","","","","minimize","605","","","","","","19282","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","301.10551918298006","","747456","299.393","0","821","0.0","endtimes_reverse-cp2025_big","3889","113487","3962","","102806","133","0.359","462940950","746633","803","1","149","2605","0.59904","18311","6304","0.037","minimize","242","10540","1","18311","-310177447","","2926","0.0","102806","10.68"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.703938851133","","","","0","","","endtimes_reverse-cp2025_big","107237","","102263","","","","","","","5416","2","1716","63830","6.83033","","","","minimize","3025","","","199115","","","99110","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","304.0468467741739","234410","","262.543","0","","","endtimes_reverse-cp2025_big","10408","","9139","","0","","","0","0","4509","84","3780","12100","1.68867","262532","","","minimize","4840","","","262532","","","3780","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.51209337997716","68811","2391","85.78","0","","383.0","endtimes_reverse-cp2025_big","15013","143275","15356","","66108","","0.82","","","1720","353","","8780","1.4108","90613","10706","","minimize","484","","","90613","","","13281","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.4825461950385943","","29726","0.005","0","38","0.0","endtimes_reverse-cp2025_big","28","2","68","","0","2","0.027","144","29686","33","1","","","0.197013","684","58","0.005","minimize","","0","1","684","-1092873297","","","0.0","0","0.05"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","SATISFIED","300.4606235369574","9651","587","299.68","0","","40.0","endtimes_reverse-cp2025_big","1640","2084456","1711","","1003970","","0.06","","","425","11","","1143","0.317735","10224","1601","","minimize","121","","","10224","","","1215","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","OPTIMAL_SOLUTION","11.461353995022364","","69387","10.157","0","772","0.0","endtimes_reverse-cp2025_big","4225","55802","3760","","28266","159","0.289","73665592","68613","765","2","212","3289","0.539204","11319","6223","9.643","minimize","363","27249","2","11319","1327628192","","3152","0.0","28266","0.63"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","301.84363749902695","144987.114477","","300.0679","0","","","endtimes_reverse-cp2025_big","3551","2120","41818","133","","","","","","27077","43","24873","","8.19115","148558","","","minimize","","","","148558","","1830","5248","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.57346669002436","","","","0","","","endtimes_reverse-cp2025_big","136431","","130114","","","","","","","6237","0","2055","80575","8.25207","","","","minimize","3630","","","","","","126890","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","UNKNOWN","303.53654471295886","","","","0","","","endtimes_reverse-cp2025_big","34162","","33712","","","","","","","2593","0","560","20008","2.54003","","","","minimize","968","","","","","","30880","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","UNKNOWN","304.8781046739314","","","","0","","","endtimes_reverse-cp2025_big","58032","","55773","","","","","","","3790","0","1035","34928","4.03106","","","","minimize","1815","","","","","","52726","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","303.5531183669809","","","","0","","","endtimes_reverse-cp2025_big","34162","","33712","","","","","","","2593","2","560","20008","2.52314","","","","minimize","968","","","249908","","","30880","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.4821053079795","","","","0","","","endtimes_reverse-cp2025_big","132694","","126351","","","","","","","6221","0","2056","78711","8.13793","","","","minimize","3630","","","","","","123162","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","UNKNOWN","302.07664218498394","","","","0","","","endtimes_reverse-cp2025_big","5730","","6023","","","","","","","2925","0","1890","6050","1.11825","","","","minimize","2420","","","","","","1890","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","SATISFIED","307.32066651200876","319531","","23.0704","0","","","endtimes_reverse-cp2025_big","19920","","15757","","20844","","","13331893","5019","7834","2","7560","24200","2.84218","328458","","","minimize","9680","","","328458","","","7560","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","303.64186438103206","","","","0","","","endtimes_reverse-cp2025_big","39077","","38373","","","","","","","2766","1","628","22893","2.78116","","","","minimize","1089","","","187681","","","35508","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","301.443109408021","","110396","299.167","0","1204","0.0","endtimes_reverse-cp2025_big","7336","454883","7450","","153321","195","0.703","838586945","109190","1180","3","211","4685","0.825138","44508","12571","26.635","minimize","363","300938","3","44508","-498063635","","5944","0.0","153321","7.12"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","SATISFIED","300.67063897801563","","117219","299.544","0","515","0.0","endtimes_reverse-cp2025_big","2202","415437","2345","","413745","65","0.219","1448849083","116702","508","2","87","1380","0.447721","27481","3600","0.086","minimize","121","1552","2","27481","1837829161","","1618","0.0","413745","1.41"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","301.11353661702015","80976","","12.3713","0","","","endtimes_reverse-cp2025_big","2732","","3618","","17882","","","5924875","1401","1726","1","756","2420","0.800034","92217","","","minimize","968","","","92217","","","756","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.5063016170170158","580","","0.027599","0","","","endtimes_reverse-cp2025_big","26","","83","","0","","","0","0","34","1","","","0.171216","580","","","minimize","","","","580","","","","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","302.1818049979629","","","","0","","","endtimes_reverse-cp2025_big","13944","","14205","","","","","","","1669","1","292","8279","1.30227","","","","minimize","484","","","104419","","","11990","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","OPTIMAL_SOLUTION","0.6514876700239256","","4209","0.009","0","297","0.0","endtimes_reverse-cp2025_big","1017","64","907","","3","58","0.056","5673","3910","292","1","72","885","0.284527","2374","1304","0.008","minimize","121","4","1","2374","1559012119","","628","0.0","3","0.63"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","302.59048933093436","","","","0","","","endtimes_reverse-cp2025_big","20375","","20708","","","","","","","2076","1","356","11836","1.71867","","","","minimize","605","","","147095","","","17962","","",""
