"configuration","problem","model","data_file","time","run","objective","v_makespan","v_end_sum"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-03.dzn","0.976","sat_appear-cp2025","","2193","12946"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-02.dzn","0.875","sat_appear-cp2025","","2545","19083"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-01.dzn","4.238","sat_appear-cp2025","","4222","50451"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","0.913","sat_appear-cp2025","","683","2050"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","0.994","sat_appear-cp2025","","1764","9086"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-05.dzn","1.053","sat_appear-cp2025","","2151","12201"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","0.364","sat_appear-cp2025","","786","1779"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","0.542","sat_appear-cp2025","","969","3795"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","11.73","sat_appear-cp2025","","7076","124379"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-01.dzn","7.492","sat_appear-cp2025","","4066","62754"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","1.022","sat_appear-cp2025","","609","1313"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","3.239","sat_appear-cp2025","","2863","24581"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-04.dzn","0.209","sat_appear-cp2025","","1228","5131"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-04.dzn","0.633","sat_appear-cp2025","","1442","5474"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-03.dzn","0.927","sat_appear-cp2025","","2076","15975"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-01.dzn","0.323","sat_appear-cp2025","","1609","7170"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","2.121","sat_appear-cp2025","","3389","30895"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-01.dzn","7.033","sat_appear-cp2025","","3516","37544"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","2.202","sat_appear-cp2025","","2556","18101"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","7.966","sat_appear-cp2025","","3849","37701"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-06.dzn","0.583","sat_appear-cp2025","","683","886"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","3.553","sat_appear-cp2025","","3917","46011"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-03.dzn","3.177","sat_appear-cp2025","","3034","25405"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-01.dzn","3.556","sat_appear-cp2025","","2580","20968"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-05.dzn","1.12","sat_appear-cp2025","","2964","23759"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","1.038","sat_appear-cp2025","","1106","3167"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","1.063","sat_appear-cp2025","","2202","12429"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-03.dzn","1.964","sat_appear-cp2025","","1770","6763"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-06.dzn","0.393","sat_appear-cp2025","","1424","7779"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","6.994","sat_appear-cp2025","","4305","53814"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","11.901","sat_appear-cp2025","","4089","48133"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-06.dzn","1.519","sat_appear-cp2025","","2919","26016"
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-05.dzn","2.497","sat_appear-cp2025","","2282","15469"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","0.981","sat_appear-cp2025","","1772","8370"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","4.291","sat_appear-cp2025","","4089","48054"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","1.194","sat_appear-cp2025","","2031","14274"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","2.328","sat_appear-cp2025","","3389","30880"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","2.666","sat_appear-cp2025","","3423","29953"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-01.dzn","27.038","sat_appear-cp2025","","5065","75154"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","3.278","sat_appear-cp2025","","3531","34988"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","2.998","sat_appear-cp2025","","2462","18656"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-06.dzn","7.647","sat_appear-cp2025","","4030","64916"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","0.924","sat_appear-cp2025","","683","2050"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","2.82","sat_appear-cp2025","","3262","31925"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-03.dzn","1.018","sat_appear-cp2025","","2193","12946"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","0.535","sat_appear-cp2025","","1579","5787"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","1.893","sat_appear-cp2025","","1764","9186"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-01.dzn","29.857","sat_appear-cp2025","","6901","114693"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","4.36","sat_appear-cp2025","","2613","26220"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","3.33","sat_appear-cp2025","","2863","24581"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","6.885","sat_appear-cp2025","","4309","45907"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-02.dzn","42.178","sat_appear-cp2025","","9977","267549"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-05.dzn","2.399","sat_appear-cp2025","","2541","17688"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-01.dzn","70.341","sat_appear-cp2025","","8935","208357"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","1.634","sat_appear-cp2025","","2374","12602"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","28.539","sat_appear-cp2025","","8032","169711"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","2.213","sat_appear-cp2025","","2556","18101"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","0.283","sat_appear-cp2025","","557","949"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","6.424","sat_appear-cp2025","","4305","52112"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-06.dzn","1.203","sat_appear-cp2025","","2690","22129"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-01.dzn","22.277","sat_appear-cp2025","","3516","37544"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","3.016","sat_appear-cp2025","","3576","37833"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","0.362","sat_appear-cp2025","","1456","5996"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","0.399","sat_appear-cp2025","","781","1809"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","1.14","sat_appear-cp2025","","1632","10112"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-01.dzn","1.511","sat_appear-cp2025","","2275","15238"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-06.dzn","0.394","sat_appear-cp2025","","1424","7779"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-06.dzn","18.606","sat_appear-cp2025","","3811","41451"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-01.dzn","0.844","sat_appear-cp2025","","1108","3528"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","0.877","sat_appear-cp2025","","1654","9209"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","2.447","sat_appear-cp2025","","3423","30038"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-01.dzn","7.961","sat_appear-cp2025","","3933","46278"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","1.316","sat_appear-cp2025","","2315","13876"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","2.009","sat_appear-cp2025","","3262","31925"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-04.dzn","1.618","sat_appear-cp2025","","2445","16970"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-02.dzn","1.438","sat_appear-cp2025","","2806","19684"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","0.583","sat_appear-cp2025","","1632","10112"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-06.dzn","5.237","sat_appear-cp2025","","2977","34313"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-02.dzn","1.982","sat_appear-cp2025","","2944","27656"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","2.243","sat_appear-cp2025","","2818","18583"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","1.734","sat_appear-cp2025","","2462","18656"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","1.818","sat_appear-cp2025","","3498","37958"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-06.dzn","1.242","sat_appear-cp2025","","2347","18608"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","0.181","sat_appear-cp2025","","505","859"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","0.6","sat_appear-cp2025","","1106","3091"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-04.dzn","0.26","sat_appear-cp2025","","1228","5131"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-02.dzn","0.727","sat_appear-cp2025","","1480","6647"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","0.839","sat_appear-cp2025","","1151","4485"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","2.121","sat_appear-cp2025","","3262","31925"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-05.dzn","0.511","sat_appear-cp2025","","1581","5002"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-06.dzn","16.011","sat_appear-cp2025","","2977","34433"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-01.dzn","4.256","sat_appear-cp2025","","4222","50451"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","0.873","sat_appear-cp2025","","2031","14274"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-02.dzn","5.213","sat_appear-cp2025","","4212","58085"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","6.036","sat_appear-cp2025","","3389","30880"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","4.269","sat_appear-cp2025","","4089","47982"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","1.035","sat_appear-cp2025","","1772","8370"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","127.971","sat_appear-cp2025","","7804","186491"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-01.dzn","1.707","sat_appear-cp2025","","1108","3528"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","0.417","sat_appear-cp2025","","1354","4379"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","1.587","sat_appear-cp2025","","2075","14143"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-03.dzn","2.182","sat_appear-cp2025","","3244","34455"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-06.dzn","1.17","sat_appear-cp2025","","2322","16044"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","4.96","sat_appear-cp2025","","3432","40641"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-04.dzn","0.942","sat_appear-cp2025","","680","1905"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","1.287","sat_appear-cp2025","","1772","8366"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-06.dzn","2.104","sat_appear-cp2025","","2932","28674"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","8.975","sat_appear-cp2025","","3661","39479"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-04.dzn","1.527","sat_appear-cp2025","","1562","6939"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","3.761","sat_appear-cp2025","","3498","38020"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","1.382","sat_appear-cp2025","","1605","7152"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","1.224","sat_appear-cp2025","","2446","11035"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-03.dzn","7.388","sat_appear-cp2025","","5161","73379"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-01.dzn","8.391","sat_appear-cp2025","","3933","46278"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","1.797","sat_appear-cp2025","","3146","34972"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","0.23","sat_appear-cp2025","","505","684"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","2.299","sat_appear-cp2025","","3498","37958"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-06.dzn","2.272","sat_appear-cp2025","","3631","42032"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","1.137","sat_appear-cp2025","","1854","9815"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-01.dzn","0.512","sat_appear-cp2025","","914","3263"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","0.258","sat_appear-cp2025","","557","949"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","1.135","sat_appear-cp2025","","1629","8768"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","0.362","sat_appear-cp2025","","1213","3891"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-01.dzn","1.763","sat_appear-cp2025","","2215","18502"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","4.469","sat_appear-cp2025","","4487","53804"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","13.365","sat_appear-cp2025","","4426","54880"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","9.335","sat_appear-cp2025","","4505","63250"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-02.dzn","0.957","sat_appear-cp2025","","2114","13887"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-01.dzn","17.032","sat_appear-cp2025","","5065","75264"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","5.885","sat_appear-cp2025","","4305","52337"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","3.467","sat_appear-cp2025","","4172","53798"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","0.442","sat_appear-cp2025","","786","1779"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-02.dzn","0.738","sat_appear-cp2025","","1480","6647"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-05.dzn","0.259","sat_appear-cp2025","","647","1372"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-04.dzn","0.589","sat_appear-cp2025","","680","1905"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-03.dzn","2.128","sat_appear-cp2025","","2950","28976"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","23.776","sat_appear-cp2025","","7804","186488"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-03.dzn","1.001","sat_appear-cp2025","","1770","6763"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-01.dzn","38.28","sat_appear-cp2025","","8024","181128"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-02.dzn","0.254","sat_appear-cp2025","","963","2598"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","6.093","sat_appear-cp2025","","2721","21084"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","3.694","sat_appear-cp2025","","2462","18890"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","0.353","sat_appear-cp2025","","1513","6794"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","1.05","sat_appear-cp2025","","683","2050"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","0.779","sat_appear-cp2025","","2189","10778"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","4.343","sat_appear-cp2025","","3951","45903"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-03.dzn","4.724","sat_appear-cp2025","","6240","106348"
