"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","ALL_SOLUTIONS","8.35541611816734","1975","0","","2178","5445","1.31955","","160864","1701","","","satisfy","","","","","162","1701","0","","","4013","0.823248","1","sat_reverse-cp2025","0","","","","48","4654","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.6002441218588501","271","","0.0","121","835","0.007","2.11","2673","75","-1064791805","36275","satisfy","0.0","60","0","0","35998","528","","1051","0","760","0.250562","1","sat_reverse-cp2025","0","0.069","59","","0","906","","275"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","1.1799123450182378","643","","0.0","242","2141","0.014","0.94","31787","151","-331647382","6738","satisfy","0.0","150","0","6","6089","1998","","4119","26","2680","0.467974","1","sat_reverse-cp2025","0","0.283","117","","6","2831","","647"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","9.55639872699976","2194","","0.0","1210","14527","4.671","1.41","43195434","696","-775099659","68215","satisfy","0.0","14274","9","11174","66006","17634","","34273","2552","18940","1.60479","1","sat_reverse-cp2025","0","1.807","506","","11174","20922","","2207"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","2.0866477012168616","449","","0.0","242","1699","0.037","0.63","9247","136","-1651922116","834235","satisfy","0.0","107","0","4","833385","1114","","2096","0","1393","0.307036","1","sat_reverse-cp2025","0","1.248","102","","4","1772","","848"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","2.745217515155673","1603","","0.0","847","9376","0.234","0.42","2647359","1289","812264945","33207","satisfy","0.0","1422","3","960","31592","9875","","20920","64","11538","1.20278","1","sat_reverse-cp2025","0","0.59","359","","960","12948","","1613"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.3996421000920236","50","","","","2","0.0","","","","","86","satisfy","1.0","4","","","","4","","150","","109","0.157519","1","sat_reverse-cp2025","0","0.0","","","0","44","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.674855190096423","323","","0.0","121","899","0.008","0.63","4345","74","245346188","2707","satisfy","0.0","59","0","0","2378","656","","1397","0","997","0.283635","1","sat_reverse-cp2025","0","0.084","58","","0","1073","","327"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","SATISFIED","3.785741501953453","1426","","0.0","726","7651","1.142","16.02","9113812","423","1661974760","19965","satisfy","0.0","7715","0","948","18528","8450","","16473","6451","9455","0.958672","1","sat_reverse-cp2025","0","0.878","315","","948","10511","","1435"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","4.564056110102683","11259","","","","","4.0141","","","8955","","","satisfy","","1","","","","2882","","","","19279","3.15172","1","sat_reverse-cp2025","0","","","1830","","2479","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-02.dzn","SATISFIED","6.190652509918436","2433","","0.0","1331","17222","1.118","16.02","10639218","763","1400902373","46416","satisfy","0.0","4161","0","1435","43966","21882","","42708","2156","23364","1.88282","1","sat_reverse-cp2025","0","1.773","569","","1435","25508","","2448"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","2.5694773581344634","1219","","0.0","605","5962","0.393","2.11","4512143","355","-412601313","27322","satisfy","0.0","2846","0","2446","26094","6214","","12122","137","7118","0.811528","1","sat_reverse-cp2025","0","0.656","262","","2446","7962","","1226"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","ALL_SOLUTIONS","22.246951308799908","2180","0","","2420","6050","14.433","","8337672","1890","","","satisfy","","","","","2491","1890","0","","","4431","0.885203","1","sat_reverse-cp2025","0","","","","14418","5162","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","ALL_SOLUTIONS","3.1547196039464325","1003","0","","968","2420","0.467824","","36776","756","","","satisfy","","","","","357","756","0","","","2066","0.520132","1","sat_reverse-cp2025","0","","","","60","2174","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","SATISFIED","2.4890658860094845","6630","","","","","2.1001","","","5098","","","satisfy","","1","","","","2050","","","","11446","1.64411","1","sat_reverse-cp2025","0","","","1220","","1725","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","2.2528763921000063","1355","","0.0","726","7271","0.021","2.11","47374","418","-843097773","17221","satisfy","0.0","325","0","4","15856","7690","","14893","1","8546","0.891114","1","sat_reverse-cp2025","0","0.638","319","","4","9690","","1363"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","0.669013577979058","423","","","242","1673","0.05","","","","","444","satisfy","15.0","38","","","","1201","","1326","","1293","0.282833","1","sat_reverse-cp2025","0","0.04","","","14","1709","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","SATISFIED","1.3350628011394292","915","","0.0","484","4304","0.077","1.41","630354","278","-514528852","14360","satisfy","0.0","882","1","116","13436","4040","","7800","545","4639","0.580217","1","sat_reverse-cp2025","0","0.252","206","","116","5382","","922"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","1.1648839539848268","749","","0.0","363","3051","0.024","0.63","142312","213","-681683429","13096","satisfy","0.0","250","0","75","12340","2676","","5234","10","3250","0.501133","1","sat_reverse-cp2025","0","0.236","164","","75","3736","","754"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","SATISFIED","0.5496394680812955","190","","0.0","121","778","0.006","0.08","1382","68","-784816110","59517","satisfy","0.0","50","0","0","59324","414","","704","0","486","0.219766","1","sat_reverse-cp2025","0","0.059","49","","0","719","","191"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","6.425252532819286","2194","","0.0","1210","14455","1.248","2.11","9299640","695","483494339","82659","satisfy","0.0","4093","0","2436","80450","17490","","33981","1146","18791","1.64599","1","sat_reverse-cp2025","0","2.005999","510","","2436","20771","","2207"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","SATISFIED","0.7267686710692942","434","","0.0","242","1678","0.01","0.94","6268","136","-1776428181","40448","satisfy","0.0","105","0","1","40007","1072","","1988","0","1323","0.303074","1","sat_reverse-cp2025","0","0.101","103","","1","1720","","439"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","0.6883519710972905","346","","0.0","121","954","0.008","2.11","4883","72","-522616163","9747","satisfy","0.0","63","0","1","9397","766","","1660","1","1153","0.297231","1","sat_reverse-cp2025","0","0.083","60","","1","1195","","348"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","UNKNOWN","304.82242193003185","4168","","","2420","40874","","","","1375","","","satisfy","","","","","","58908","","","","61063","4.15672","0","sat_reverse-cp2025","0","","","","","65279","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","1.1356127478647977","643","","0.0","242","2115","0.029","3.16","168847","151","-718847059","11399","satisfy","0.0","252","1","101","10750","1946","","4015","24","2628","0.470706","1","sat_reverse-cp2025","0","0.24","116","","101","2779","","647"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","SATISFIED","1.0388914528302848","257","","0.0","121","846","0.013","0.08","2890","71","-417195570","391394","satisfy","0.0","59","0","0","391130","550","","1078","0","758","0.259257","1","sat_reverse-cp2025","0","0.376","58","","0","910","","262"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","SATISFIED","2.2955129600595683","1162","","","605","5735","0.46","","","","","1298","satisfy","154.0","258","","","","6113","","5182","","6557","0.737805","1","sat_reverse-cp2025","0","0.31","","","110","7472","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","1.635472210124135","955","","","484","4430","0.25","","","","","1081","satisfy","91.0","41","","","","4571","","4067","","4986","0.585802","1","sat_reverse-cp2025","0","0.2","","","8","5677","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","18.693411173997447","4154","","0.0","2420","41228","4.534","36.04","33051084","1376","-2040969141","134346","satisfy","0.0","7368","6","4275","130165","59616","","116871","2059","61741","4.31338","1","sat_reverse-cp2025","0","5.88","1003","","4275","65980","","4179"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","1.7440028730779886","819","","0.0","363","3201","0.286","4.75","1337418","220","1944124027","155894","satisfy","0.0","985","2","241","155068","2976","","5904","312","3697","0.579209","1","sat_reverse-cp2025","0","0.359","410","","241","4105","","824"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","ALL_SOLUTIONS","0.494681796990335","17","0","","","","0.022266","","0","","","","satisfy","","","","","0","","0","","","44","0.169309","1","sat_reverse-cp2025","0","","","","0","14","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","SATISFIED","2.0647381821181625","1189","","0.0","605","5836","0.111","7.12","1037204","349","-615223022","17124","satisfy","0.0","1027","0","199","15926","5962","","11632","569","6804","0.774142","1","sat_reverse-cp2025","0","0.55","258","","199","7676","","1196"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.0853286981582642","2193","","","","","0.7648","","","1427","","","satisfy","","0","","","","872","","","","4116","0.676188","1","sat_reverse-cp2025","0","","","610","","799","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","SATISFIED","2.1311067868955433","1207","","0.0","605","5964","0.073","0.94","606392","355","-979233915","15203","satisfy","0.0","739","0","108","13987","6218","","12106","364","7092","0.803331","1","sat_reverse-cp2025","0","0.598","266","","108","7954","","1214"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","SATISFIED","0.4524267229717225","33","","0.0","","2","0.002","0.05","203","","312216995","25054","satisfy","0.0","3","0","0","25017","4","","67","0","73","0.179032","1","sat_reverse-cp2025","0","0.023","2","","0","30","","35"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","UNKNOWN","302.9029976220336","2609","","","1452","19759","","","","832","","","satisfy","","","","","","25814","","","","27335","2.12156","0","sat_reverse-cp2025","0","","","","","29736","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","SATISFIED","0.4311815050896257","17","","0.0","","","0.002","0.04","52","","427782636","9288","satisfy","0.0","1","0","0","9267","","","31","0","36","0.178622","1","sat_reverse-cp2025","0","0.01","0","","0","14","","19"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","SATISFIED","117.49886071286164","69049","","","","","115.3077","","","61358","","","satisfy","","1","","","","8894","","","","112078","19.4095","1","sat_reverse-cp2025","0","","","6100","","7849","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","12.084681594977155","2609","","0.0","1452","19759","5.739","0.94","60039761","832","279608925","107133","satisfy","0.0","13596","9","11308","104506","25814","","50401","1628","27335","2.02741","1","sat_reverse-cp2025","0","2.453","608","","11308","29736","","2625"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","UNKNOWN","0.4966533579863608","49","0","","","","0.004282","","0","","","","satisfy","","","","","0","","0","","","121","0.182334","0","sat_reverse-cp2025","0","","","","0","42","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","ALL_SOLUTIONS","7.791975128930062","1977","0","","2178","5445","1.18013","","268429","1701","","","satisfy","","","","","811","1701","0","","","4021","0.814179","1","sat_reverse-cp2025","0","","","","697","4650","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","SATISFIED","1.4541906390804797","777","","0.0","363","3109","0.18","0.63","1660538","217","1891287048","19523","satisfy","0.0","2638","3","803","18738","2792","","5487","1652","3424","0.505019","1","sat_reverse-cp2025","0","0.312","157","","803","3882","","783"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","10.754243148956448","3185","","0.0","1815","26867","2.61","24.03","22396296","1035","134553508","105712","satisfy","0.0","5628","0","4039","102506","36604","","71552","825","38346","2.70181","1","sat_reverse-cp2025","0","3.151","763","","4039","41440","","3204"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","1.4890401009470224","997","","0.0","484","4486","0.021","3.16","110493","281","-609605586","13141","satisfy","0.0","261","0","42","12136","4404","","8651","7","5172","0.611723","1","sat_reverse-cp2025","0","0.364","211","","42","5813","","1003"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","SATISFIED","0.8508794400840998","236","","0.0","121","817","0.011","0.28","2461","68","-1614963068","267555","satisfy","0.0","55","0","0","267314","492","","939","0","654","0.245106","1","sat_reverse-cp2025","0","0.255","54","","0","829","","239"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","SATISFIED","0.41847362206317484","17","","0.0","","","0.001","0.04","52","","477721188","9288","satisfy","0.0","1","0","0","9267","","","31","0","36","0.16847","1","sat_reverse-cp2025","0","0.01","0","","0","14","","19"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.8205846059136093","1287","","","","","0.5305","","","904","","","satisfy","","0","","","","599","","","","2256","0.489839","1","sat_reverse-cp2025","0","","","305","","474","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","ALL_SOLUTIONS","8.914248089073226","1989","0","","2178","5445","1.28504","","100939","1701","","","satisfy","","","","","137","1701","0","","","4044","0.829341","1","sat_reverse-cp2025","0","","","","24","4662","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.1851289889309555","712","","","363","3130","0.16","","","","","804","satisfy","60.0","23","","","","3045","","2842","","3342","0.436398","1","sat_reverse-cp2025","0","0.12","","","2","3872","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","SATISFIED","0.6959253489039838","373","","0.0","121","935","0.007","0.19","23245","77","-575648047","9159","satisfy","0.0","84","0","21","8781","728","","1616","0","1174","0.290805","1","sat_reverse-cp2025","0","0.096","62","","21","1186","","376"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","1.4943739010486752","819","","0.0","363","3201","0.074","4.75","549540","220","902247878","11264","satisfy","0.0","560","2","340","10438","2976","","5904","34","3697","0.588948","1","sat_reverse-cp2025","0","0.353","164","","340","4105","","824"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","SATISFIED","6.659329593880102","2002","","0.0","1089","12901","2.277","0.94","23049017","628","322792149","62538","satisfy","0.0","9080","0","8458","60522","15524","","30196","158","16756","1.50333","1","sat_reverse-cp2025","0","1.571","463","","8458","18507","","2014"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","40.90720607689582","6174","","0.0","3630","79180","13.716","16.02","86137321","2055","-838980484","393966","satisfy","0.0","13184","8","8149","387754","124100","","244589","3171","127189","8.05948","1","sat_reverse-cp2025","0","11.996","1502","","8149","133593","","6210"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","SATISFIED","2.861456676153466","1426","","0.0","726","7651","0.16","16.02","1315396","423","-1453486044","21211","satisfy","0.0","819","0","473","19774","8450","","16473","29","9455","0.98628","1","sat_reverse-cp2025","0","0.89","316","","473","10511","","1435"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","ALL_SOLUTIONS","16.03740837913938","3162","0","","3630","9075","1.92909","","367839","2835","","","satisfy","","","","","1358","2835","0","","","6399","1.22161","1","sat_reverse-cp2025","0","","","","1292","7646","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","2.212436473928392","449","","0.0","242","1699","0.144","0.63","38982","136","1179561222","834244","satisfy","0.0","147","0","43","833394","1114","","2096","0","1393","0.3134","1","sat_reverse-cp2025","0","1.25","103","","43","1772","","848"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","SATISFIED","0.9877149478998035","582","","0.0","242","2052","0.023","0.94","128724","145","-1047528558","17070","satisfy","0.0","223","1","100","16483","1820","","3687","4","2373","0.414157","1","sat_reverse-cp2025","0","0.188","114","","100","2595","","585"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","ALL_SOLUTIONS","2.252568274969235","930","0","","968","2420","0.349646","","4838","756","","","satisfy","","","","","20","756","0","","","1916","0.435189","1","sat_reverse-cp2025","0","","","","0","2102","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","4.316775043029338","1142","","0.0","605","5617","2.535","16.02","17277443","353","-1118956412","33991","satisfy","0.0","18502","6","3344","32838","5524","","10647","14851","6266","0.716439","1","sat_reverse-cp2025","0","0.488","261","","3344","7210","","1151"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","SATISFIED","0.5844140839762986","260","","0.0","121","848","0.007","0.63","2736","72","-1849079808","3243","satisfy","0.0","58","0","1","2977","554","","1096","1","765","0.257297","1","sat_reverse-cp2025","0","0.047","55","","1","919","","264"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","SATISFIED","2.125347880879417","1207","","0.0","605","5964","0.06","0.94","737809","355","-354348807","16700","satisfy","0.0","1077","0","148","15484","6218","","12106","662","7092","0.799401","1","sat_reverse-cp2025","0","0.604","266","","148","7954","","1214"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","ALL_SOLUTIONS","7.998464680975303","1977","0","","2178","5445","1.36259","","228041","1701","","","satisfy","","","","","234","1701","0","","","4021","0.819221","1","sat_reverse-cp2025","0","","","","120","4650","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","UNKNOWN","302.52795609412715","2194","","","1210","14846","","","","696","","","satisfy","","","","","","18272","","","","19578","1.63452","0","sat_reverse-cp2025","0","","","","","21560","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","ALL_SOLUTIONS","3.8578765029087663","1184","0","","1210","3025","0.788905","","225475","945","","","satisfy","","","","","156","945","0","","","2427","0.564674","1","sat_reverse-cp2025","0","","","","90","2652","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","SATISFIED","17.76012912997976","4133","","","2420","40556","5.9","","","","","4280","satisfy","1228.0","638","","","","59647","","36832","","60392","4.136599","1","sat_reverse-cp2025","0","3.39","","","261","64643","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","SATISFIED","0.4432617409620434","17","","0.0","","","0.001","0.05","52","","-1373038722","10380","satisfy","0.0","1","0","0","10359","","","31","0","36","0.178877","1","sat_reverse-cp2025","0","0.011","0","","0","14","","19"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","ALL_SOLUTIONS","2.35900509217754","771","0","","726","1815","0.424054","","168399","567","","","satisfy","","","","","390","567","0","","","1596","0.440048","1","sat_reverse-cp2025","0","","","","617","1644","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","ALL_SOLUTIONS","1.7010431848466396","550","0","","484","1210","0.240102","","6302","378","","","satisfy","","","","","31","378","0","","","1154","0.307868","1","sat_reverse-cp2025","0","","","","0","1122","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","SATISFIED","0.4087562938220799","17","","","","","0.0","","","","","30","satisfy","0.0","0","","","","","","51","","36","0.15603","1","sat_reverse-cp2025","0","0.0","","","0","14","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","5.710700965952128","2417","","0.0","1331","16846","0.124","4.75","842430","764","-1677792858","38954","satisfy","0.0","814","0","233","36520","21130","","41176","13","22577","1.75622","1","sat_reverse-cp2025","0","2.184","567","","233","24747","","2432"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","5.6102066319435835","2194","","0.0","1210","14846","0.498","2.11","2136384","696","1857134637","182762","satisfy","0.0","1397","2","258","180553","18272","","35549","572","19578","1.6124","1","sat_reverse-cp2025","0","1.959","566","","258","21560","","2207"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","3.683641799958423","9088","","","","","3.1851","","","7175","","","satisfy","","1","","","","2585","","","","15544","2.49102","1","sat_reverse-cp2025","0","","","1525","","2144","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","ALL_SOLUTIONS","83.25164793315344","4144","0","","4840","12100","61.2425","","47738861","3780","","","satisfy","","","","","3975","3780","0","","","8371","1.49675","1","sat_reverse-cp2025","0","","","","39041","10136","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","SATISFIED","0.7024201769381762","88","","0.0","","7","0.006","0.19","584","","-970001706","149391","satisfy","0.0","5","0","0","149270","14","","184","0","197","0.197146","1","sat_reverse-cp2025","0","0.154","4","","0","82","","119"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","1.8986814690288156","1012","","0.0","484","4421","0.097","0.94","966909","284","-1576751449","17250","satisfy","0.0","787","2","538","16230","4274","","8382","26","5073","0.683437","1","sat_reverse-cp2025","0","0.522","210","","538","5700","","1018"
