"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","ALL_SOLUTIONS","4.323918307898566","1698","0","","1936","4840","0.776221","","24005","1512","","","satisfy","","","","","98","1512","0","","","3458","0.696071","1","sat_reverse-cp2025","0","","","","0","4080","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","302.4614552799612","2417","","","1331","16989","","","","764","","","satisfy","","","","","","21416","","","","22863","1.83372","0","sat_reverse-cp2025","0","","","","","25033","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","1.5700107039883733","968","","0.0","484","4430","0.04","2.11","322417","279","2048135320","12564","satisfy","0.0","378","1","130","11588","4292","","8388","26","4999","0.58571","1","sat_reverse-cp2025","0","0.404","214","","130","5677","","974"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","ALL_SOLUTIONS","8.494139198213816","1798","0","","1936","4840","1.77369","","1425375","1512","","","satisfy","","","","","770","1512","0","","","3665","0.763313","1","sat_reverse-cp2025","0","","","","2151","4174","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","5.386221477063373","1795","","0.0","968","10630","1.789","4.75","15907807","556","-1234081413","40489","satisfy","0.0","7105","0","5257","38681","12124","","23548","1429","13246","1.24899","1","sat_reverse-cp2025","0","1.26","418","","5257","14778","","1806"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","SATISFIED","0.8498962230514735","536","","0.0","242","2049","0.009","1.41","29834","143","-1772380594","11776","satisfy","0.0","205","0","91","11234","1814","","3612","0","2273","0.382329","1","sat_reverse-cp2025","0","0.13","113","","91","2553","","540"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","2.358088498003781","1186","","","605","5890","0.42","","","","","1345","satisfy","163.0","43","","","","6426","","5414","","6922","0.76692","1","sat_reverse-cp2025","0","0.34","","","6","7809","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","1.5651990580372512","968","","0.0","484","4430","0.04","2.11","317296","279","-411270636","12662","satisfy","0.0","372","1","132","11686","4292","","8388","10","4999","0.612318","1","sat_reverse-cp2025","0","0.402","215","","132","5677","","974"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.6724803850520402","323","","0.0","121","899","0.01","0.63","13427","74","137669324","4083","satisfy","0.0","96","0","36","3754","656","","1397","3","997","0.282679","1","sat_reverse-cp2025","0","0.083","56","","36","1073","","327"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","308.184367852984","7817","","","9680","24200","","","","7560","","","satisfy","","","","","","7560","","","","15720","2.86833","0","sat_reverse-cp2025","0","","","","","19910","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","34.874077880056575","6127","","","3630","79180","10.7","","","","","6300","satisfy","2419.0","2751","","","","126155","","73400","","127142","7.80301","1","sat_reverse-cp2025","0","7.36","","","1202","133593","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","2.0190968341194093","819","","0.0","363","3201","0.622","4.75","4468630","220","1525241896","21119","satisfy","0.0","6177","5","2132","20293","2976","","5904","3834","3697","0.563032","1","sat_reverse-cp2025","0","0.353","160","","2132","4105","","824"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","ALL_SOLUTIONS","0.8919582290109247","294","0","","242","605","0.104237","","1149","189","","","satisfy","","","","","5","189","0","","","631","0.247345","1","sat_reverse-cp2025","0","","","","0","576","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","SATISFIED","1.0836511531379074","2398","","","","","0.7829","","","1626","","","satisfy","","0","","","","948","","","","4370","0.667703","1","sat_reverse-cp2025","0","","","610","","833","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","3.0689856451936066","1203","","0.0","605","5890","0.88","0.94","11092073","356","-660405719","26221","satisfy","0.0","5554","7","4973","25009","6070","","11806","300","6939","0.833651","1","sat_reverse-cp2025","0","0.654","266","","4973","7809","","1210"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","ALL_SOLUTIONS","0.47103517898358405","17","0","","","","0.024225","","0","","","","satisfy","","","","","0","","0","","","44","0.158395","1","sat_reverse-cp2025","0","","","","0","14","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","2.2168547310866416","1176","","","605","5804","0.41","","","","","1319","satisfy","125.0","43","","","","6250","","5290","","6725","0.735301","1","sat_reverse-cp2025","0","0.31","","","6","7617","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","5.85637553781271","1203","","0.0","605","5890","3.536","4.75","8727602","356","-1916664664","461631","satisfy","0.0","4665","7","1314","460419","6070","","11806","2932","6939","0.830462","1","sat_reverse-cp2025","0","0.661","297","","1314","7809","","1210"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","0.8366672340780497","496","","0.0","242","1807","0.03","1.41","172387","148","1857355953","7955","satisfy","0.0","318","0","171","7451","1330","","2570","38","1709","0.356773","1","sat_reverse-cp2025","0","0.116","108","","171","2046","","502"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","29.485900038853288","5167","","0.0","3025","57970","15.842","2.11","105897938","1716","-950370814","217173","satisfy","0.0","17717","0","10141","211973","87390","","171802","6333","90006","6.03317","1","sat_reverse-cp2025","0","4.157","1242","","10141","95325","","5198"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","ALL_SOLUTIONS","27.287669794168323","4130","0","","4840","12100","4.065699","","937485","3780","","","satisfy","","","","","294","3780","0","","","8340","1.52339","1","sat_reverse-cp2025","0","","","","54","10128","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","1.8617620510049164","995","","","484","4461","0.28","","","","","1158","satisfy","103.0","30","","","","4642","","4217","","5133","0.646974","1","sat_reverse-cp2025","0","0.22","","","1","5788","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.45856472407467663","32","","0.0","","","0.001","0.05","139","","627445287","28418","satisfy","0.0","2","0","0","28379","","","56","0","67","0.18621","1","sat_reverse-cp2025","0","0.026","1","","0","28","","37"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","SATISFIED","0.6914209160022438","338","","","121","959","0.05","","","","","442","satisfy","21.0","219","","","","847","","1160","","1154","0.265902","1","sat_reverse-cp2025","0","0.04","","","100","1204","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.1284894768614322","722","","0.0","363","3130","0.015","0.28","91402","211","-2030590847","7961","satisfy","0.0","439","0","55","7232","2834","","5513","226","3352","0.455151","1","sat_reverse-cp2025","0","0.253","157","","55","3872","","727"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","4.770115606952459","11736","","","","","4.2028","","","9437","","","satisfy","","1","","","","3092","","","","19927","3.1244","1","sat_reverse-cp2025","0","","","1830","","2555","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.0709680200089","6174","","","3630","79180","","","","2055","","","satisfy","","","","","","124100","","","","127189","7.56896","0","sat_reverse-cp2025","0","","","","","133593","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","UNKNOWN","302.21342907706276","1810","","","968","11447","","","","559","","","satisfy","","","","","","13758","","","","14911","1.30604","0","sat_reverse-cp2025","0","","","","","16429","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","SATISFIED","31.54998975410126","3185","","0.0","1815","26124","22.536","16.02","144469047","1035","767362607","92362","satisfy","0.0","31918","0","11924","89156","35118","","68580","19221","36860","2.69289","1","sat_reverse-cp2025","0","3.73","772","","11924","39954","","3204"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","4.487043773056939","1810","","0.0","968","11447","0.52","10.68","3912890","559","-479565361","56142","satisfy","0.0","1777","3","946","54319","13758","","26803","353","14911","1.38325","1","sat_reverse-cp2025","0","1.403","414","","946","16429","","1821"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.09213817096315","6158","","","3630","77300","","","","2056","","","satisfy","","","","","","120340","","","","123394","7.51791","0","sat_reverse-cp2025","0","","","","","129824","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","ALL_SOLUTIONS","109.02592425909825","2180","0","","2420","6050","100.688","","116713268","1890","","","satisfy","","","","","3443","1890","0","","","4431","0.884146","1","sat_reverse-cp2025","0","","","","154374","5162","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","ALL_SOLUTIONS","64.9098576810211","7833","0","","9680","24200","8.9494","","3037918","7560","","","satisfy","","","","","4896","7560","0","","","15756","2.84376","1","sat_reverse-cp2025","0","","","","10086","19920","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","6.53218400105834","2002","","0.0","1089","13569","1.886","3.16","18378520","627","-1318491745","51334","satisfy","0.0","5527","7","4683","49318","16860","","32864","312","18087","1.47285","1","sat_reverse-cp2025","0","1.79","463","","4683","19836","","2014"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","1.018513274146244","680","","0.0","363","2843","0.018","3.16","67593","211","-1445118396","11255","satisfy","0.0","221","0","45","10566","2260","","4295","17","2692","0.455295","1","sat_reverse-cp2025","0","0.176","158","","45","3266","","687"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","SATISFIED","0.9023620299994946","435","","0.0","121","1140","0.044","0.12","427624","84","-1392028937","8428","satisfy","0.0","673","0","208","7988","1138","","2514","405","1711","0.335835","1","sat_reverse-cp2025","0","0.165","59","","208","1657","","438"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","ALL_SOLUTIONS","3.3581137449946254","1005","0","","968","2420","0.562503","","182096","756","","","satisfy","","","","","345","756","0","","","2074","0.485285","1","sat_reverse-cp2025","0","","","","251","2170","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","ALL_SOLUTIONS","0.49020183295942843","33","0","","","","0.027283","","0","","","","satisfy","","","","","0","","0","","","82","0.167633","1","sat_reverse-cp2025","0","","","","0","26","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","1.6538197330664843","975","","0.0","484","4396","0.053","1.41","397790","288","83019994","15154","satisfy","0.0","550","1","276","14169","4224","","8209","54","4948","0.608332","1","sat_reverse-cp2025","0","0.46","211","","276","5632","","983"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","SATISFIED","0.5819430979900062","260","","0.0","121","848","0.002","0.63","2736","72","1602113798","3243","satisfy","0.0","58","0","1","2977","554","","1096","1","765","0.249356","1","sat_reverse-cp2025","0","0.047","55","","1","919","","264"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","2.2306097839027643","1188","","0.0","605","5821","0.125","10.68","865829","353","449350867","23303","satisfy","0.0","735","2","432","22106","5932","","11531","14","6770","0.803697","1","sat_reverse-cp2025","0","0.638","260","","432","7654","","1195"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.4444814398884773","32","","0.0","","","0.001","0.05","139","","1155373475","28418","satisfy","0.0","2","0","0","28379","","","56","0","67","0.176263","1","sat_reverse-cp2025","0","0.026","1","","0","28","","37"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","SATISFIED","3.247589087113738","1634","","0.0","847","9217","0.382","3.16","3012897","491","-1062605935","45258","satisfy","0.0","1635","3","920","43612","10440","","20342","294","11559","1.18883","1","sat_reverse-cp2025","0","0.822","363","","920","12822","","1644"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-02.dzn","UNKNOWN","302.4432494880166","2433","","","1331","17222","","","","763","","","satisfy","","","","","","21882","","","","23364","1.83164","0","sat_reverse-cp2025","0","","","","","25508","",""
