"configuration","problem","model","data_file","status","time","method","solver_objective","boolVariables","flatBoolConstraints","optTime","variables","evaluatedReifiedConstraints","run","initTime","trailMem","paths","restarts","peakMem","objective","intVars","flatBoolVars","eliminatedLinearConstraints","nodes","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","peakDepth","solveTime","backjumps","openNodes","nogoods","propagators","objectiveBound","baseMem","eliminatedImplications","flatTime","flatIntVars","propagations","failures","randomSeed"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","303.91129353106953","minimize","5609","","24960","","3723","38124","makespan_reverse-cp2025_big","2.25","","0","","926.0","5609","","41523","","69941","40269","10","","","171.36","","","","25305","4222","","1331","2.88981","3070","","32469",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","OPTIMAL_SOLUTION","1.5610018018633127","minimize","680","564396","909","0.017","564993","676","makespan_reverse-cp2025_big","0.824","0.94","0","1","0.0","680","595","1089","","64","1021","1","72","64","0.019","0","","0","1456","","0.0","121","0.293294","322","4723","0","2125712794"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","301.5679345270619","minimize","3419","","","","","4519","makespan_reverse-cp2025_big","","","0","","","3419","","3132","1525","4794","34213","26","20493","","300.2155","","428","","","3374","","","6.71365","22274","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","OPTIMAL_SOLUTION","0.542201585136354","minimize","647","68210","4","0.005","68268","8","makespan_reverse-cp2025_big","0.061","0.08","0","1","0.0","647","56","50","","4","114","1","","4","0.005","0","","0","106","","0.0","","0.197356","51","337","0","-62388756"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.426909256959334","minimize","315","","2","","60","4","makespan_reverse-cp2025_big","0.0","","0","","0.0","315","","32","","1","78","1","","","0.01","","","","106","315","","","0.163112","35","","4",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.49578319606371224","minimize","505","","","","","86","makespan_reverse-cp2025_big","","","0","","","505","","43","","0","118","1","114","","0.2104","","","","","505","","","0.207099","109","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.7948891199193895","minimize","1480","16","1815","","","567","makespan_reverse-cp2025_big","","","0","","","1480","","1570","","","1406","1","567","","0.299184","","","","","1480","","726","0.393038","680","3437","0",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","SATISFIED","303.3923460938968","minimize","","","21152","","","32026","makespan_reverse-cp2025_big","","","0","","","5819","","35596","","","34891","2","629","","","","","","","","","1089","2.61067","2765","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","OPTIMAL_SOLUTION","19.673580552916974","minimize","2632","","","","","3039","makespan_reverse-cp2025_big","","","0","","","2632","","2035","915","1067","17099","39","10140","","18.7115","","221","","","2632","","","3.53585","11189","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","UNKNOWN","302.76031838706695","minimize","","","14244","","","21636","makespan_reverse-cp2025_big","","","0","","","","","24367","","","24476","0","427","","","","","","","","","726","1.94122","2278","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","SATISFIED","302.64517367305234","minimize","3397","","","","","6255","makespan_reverse-cp2025_big","","","0","","","3397","","4608","2745","904","64318","24","37786","","300.6867","","399","","","3231.999999","","","12.2221","41146","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","OPTIMAL_SOLUTION","0.6961619211360812","minimize","914","2455","924","0.008","2798","706","makespan_reverse-cp2025_big","0.076","0.94","0","1","0.0","914","341","1133","","60","1076","1","74","59","0.008","0","","1","1533","","0.0","121","0.307808","335","5718","1","-1080130461"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","301.36497933301143","minimize","2740","157455","3226","1.057","158465","4168","makespan_reverse-cp2025_big","0.649","2.11","0","17","0.0","2740","1008","5256","","156472","5598","2","142","125","299.288","16569","","139365","9142","","0.0","242","0.704035","990","2809811621","139365","660673222"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","OPTIMAL_SOLUTION","69.0691409681458","minimize","4234","","","","","6657","makespan_reverse-cp2025_big","","","0","","","4234","","5296","3355","263","71006","9","40873","","67.4392","","98","","","4234","","","13.1476","44922","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.423746052198112","minimize","328","","2","","56","4","makespan_reverse-cp2025_big","0.0","","0","","0.0","328","","30","","1","73","1","","","0.0","","","","99","328","","","0.161344","33","","4",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.4164593240712","minimize","","","79180","","","124100","makespan_reverse-cp2025_big","","","0","","","","","133593","","","127189","0","2055","","","","","","","","","3630","8.21902","6174","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","OPTIMAL_SOLUTION","21.25355764105916","minimize","2036","278036","7876","17.858","279713","11184","makespan_reverse-cp2025_big","1.112","3.16","0","2","0.0","2036","1675","13084","","39524","13351","2","276","255","17.866","28114","","10905","23451","","0.0","484","1.21693","1646","88663603","10905","1077949032"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.2697349898517132","minimize","1107","10","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1107","","1068","","","1021","1","378","","0.175323","","","","","1107","","484","0.294528","485","2279","0",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","UNKNOWN","306.1913967439905","minimize","","","64011","","","99472","makespan_reverse-cp2025_big","","","0","","","","","107599","","","102625","0","1716","","","","","","","","","3025","6.81368","5415","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.7104137500282377","minimize","672","73","605","","","189","makespan_reverse-cp2025_big","","","0","","","672","","534","","","514","1","189","","0.076185","","","","","672","","242","0.23482","237","4105","0",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","OPTIMAL_SOLUTION","0.45238317595794797","minimize","279","8819","","0.001","8840","","makespan_reverse-cp2025_big","0.01","0.04","0","1","0.0","279","19","14","","1","36","1","","1","0.001","0","","0","31","","0.0","","0.187949","17","52","0","1885264734"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5577453461010009","minimize","607","64438","3","0.006","64494","6","makespan_reverse-cp2025_big","0.058","0.05","0","1","0.0","607","54","46","","4","113","1","","4","0.006","0","","0","104","","0.0","","0.206218","52","325","0","172530640"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","OPTIMAL_SOLUTION","36.916025516809896","minimize","8024","234804","79930","9.928","241065","125600","makespan_reverse-cp2025_big","11.385","4.75","0","8","0.0","8024","6259","135131","","9760","128787","1","2055","1507","9.943","2539","","5861","247669","","0.0","3630","8.14714","6220","61604821","5861","-962079817"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","301.29147968511097","minimize","3332","1493","3025","","","945","makespan_reverse-cp2025_big","","","0","","","3332","","3342","","","4325","1","945","","12.8681","","","","","2863","","1210","0.900026","2067","15386044","33157",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.72758073406294","minimize","","","63830","","","99110","makespan_reverse-cp2025_big","","","0","","","7026","","107237","","","102262","1","1716","","","","","","","","","3025","6.79408","5415","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","UNKNOWN","303.74157566204667","minimize","","","23185","","","34950","makespan_reverse-cp2025_big","","","0","","","","","38796","","","37811","0","696","","","","","","","","","1210","2.7285","2922","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","OPTIMAL_SOLUTION","120.60767307691276","minimize","1060","1223273","2320","118.362","1224025","2356","makespan_reverse-cp2025_big","0.301","10.68","0","134","0.0","1060","750","3236","","55858","3257","103","136","266","118.875","28274","","8868","5120","","0.0","242","0.5546","736","66328319","8868","-16198371"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","UNKNOWN","306.282266410999","minimize","","","64011","","","99472","makespan_reverse-cp2025_big","","","0","","","","","107599","","","102625","0","1716","","","","","","","","","3025","6.68617","5415","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","0.993255564942956","minimize","683","221","1210","","","378","makespan_reverse-cp2025_big","","","0","","","683","","1054","","","970","1","378","","0.165792","","","","","683","","484","0.295396","462","10036","74",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","OPTIMAL_SOLUTION","0.8381338021717966","minimize","1579","4287","1143","0.011","4729","1144","makespan_reverse-cp2025_big","0.14","0.63","0","1","0.0","1579","440","1640","","69","1721","1","71","67","0.011","1","","1","2582","","0.0","121","0.347983","435","13938","1","1166507134"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","OPTIMAL_SOLUTION","83.39477212401107","minimize","10209","6282","24200","","","7560","makespan_reverse-cp2025_big","","","0","","","10209","","19910","","","15720","1","7560","","16.1473","","","","","10209","","9680","2.81684","7817","10174488","17832",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","OPTIMAL_SOLUTION","1.5825375788845122","minimize","1605","289","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1605","","1196","","","1348","1","378","","0.199512","","","","","1605","","484","0.398764","641","9896","130",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","OPTIMAL_SOLUTION","247.20469888299704","minimize","2275","3425","2420","","","756","makespan_reverse-cp2025_big","","","0","","","2275","","2704","","","3558","1","756","","241.632","","","","","2275","","968","0.773052","1696","221678526","717179",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","SATISFIED","303.18374219397083","minimize","","","19289","","","29442","makespan_reverse-cp2025_big","","","0","","","4563","","32734","","","32309","1","560","","","","","","","","","968","2.4465","2608","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","OPTIMAL_SOLUTION","212.31244487199","minimize","6117","320162","47855","15.268","324735","72870","makespan_reverse-cp2025_big","7.258","10.68","0","16","0.0","6117","4571","79514","","163063","75793","1","1376","1042","195.363","13725","","147892","144023","","0.0","2420","4.99416","4532","1322293441","147892","1586004483"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","302.5482162081171","minimize","","","11312","","","16914","makespan_reverse-cp2025_big","","","0","","","3493","","19295","","","19596","5","352","","","","","","","","","605","1.63393","2045","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","SATISFIED","302.13905771798454","minimize","","","8172","","","11776","makespan_reverse-cp2025_big","","","0","","","2743","","13708","","","14006","2","280","","","","","","","","","484","1.34565","1676","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.4842026208061725","minimize","315","23513","2","0.004","23552","4","makespan_reverse-cp2025_big","0.023","0.02","0","1","0.0","315","37","32","","3","78","1","","3","0.004","0","","0","71","","0.0","","0.195965","35","215","0","10176137"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","302.9819316349458","minimize","","","15993","","","23992","makespan_reverse-cp2025_big","","","0","","","4359","","27000","","","26829","3","495","","","","","","","","","847","2.11176","2435","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","SATISFIED","304.8391773849726","minimize","","","34928","","","52726","makespan_reverse-cp2025_big","","","0","","","6563","","58032","","","55772","1","1035","","","","","","","","","1815","3.88035","3789","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","OPTIMAL_SOLUTION","120.7806683848612","minimize","2317","1604968","3408","117.647","1606009","4532","makespan_reverse-cp2025_big","0.578","16.02","0","121","0.0","2317","1039","5654","","51898","6027","82","148","335","118.281","23050","","10861","9895","","0.0","242","0.788739","1020","135026334","10861","139295189"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","302.5681820779573","minimize","4413","","11836","","2772","18318","makespan_reverse-cp2025_big","1.04","","0","","424.0","4413","","20375","","63094","20660","15","","","41.72","","","","13879","3037","","605","1.67523","2028","","28828",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","303.36196097615175","minimize","","","20937","","","31596","makespan_reverse-cp2025_big","","","0","","","5324","","35209","","","34567","1","630","","","","","","","","","1089","2.68856","2807","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","OPTIMAL_SOLUTION","35.58875400782563","minimize","2316","","","","","3542","makespan_reverse-cp2025_big","","","0","","","2316","","2435","1220","1181","22703","30","13212","","34.6206","","319","","","2316","","","4.22168","14669","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.9695988481398672","minimize","2131","","","","","1408","makespan_reverse-cp2025_big","","","0","","","2131","","1063","610","1","6289","6","3094","","1.5757","","","","","2131","","","1.20747","3831","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","UNKNOWN","302.9256919219624","minimize","","","19963","","","30790","makespan_reverse-cp2025_big","","","0","","","","","34144","","","33912","0","548","","","","","","","","","968","2.47898","2720","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.269680730998516","minimize","1107","148","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1107","","1068","","","1021","1","378","","0.167513","","","","","1107","","484","0.291036","485","8192","0",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","UNKNOWN","302.6444910678547","minimize","","","12165","","","18620","makespan_reverse-cp2025_big","","","0","","","","","21065","","","21428","0","360","","","","","","","","","605","1.71103","2105","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","OPTIMAL_SOLUTION","0.7896362559404224","minimize","683","174","605","","","189","makespan_reverse-cp2025_big","","","0","","","683","","560","","","588","1","189","","0.091975","","","","","683","","242","0.247921","271","4937","96",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","300.86738191195764","minimize","2379","1079","2420","","","756","makespan_reverse-cp2025_big","","","0","","","2379","","2604","","","3297","2","756","","6.94398","","","","","1772","","968","0.726873","1571","10372478","33759",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","0.8225411451421678","minimize","1107","3622","1831","0.009","4115","1378","makespan_reverse-cp2025_big","0.134","1.41","0","1","0.0","1107","491","2071","","109","1736","1","139","109","0.009","0","","0","2681","","0.0","242","0.33653","487","7091","0","-1427075361"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","300.475309854839","minimize","614","438","1210","","","378","makespan_reverse-cp2025_big","","","0","","","614","","1248","","","1519","1","378","","0.237679","","","","","609","","484","0.422391","714","14703","273",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","OPTIMAL_SOLUTION","0.8616008679382503","minimize","479","267316","817","0.014","267557","492","makespan_reverse-cp2025_big","0.247","0.28","0","1","0.0","479","239","829","","55","654","1","68","53","0.015","1","","1","939","","0.0","121","0.252253","236","3357","1","-1539069990"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","UNKNOWN","303.4217272219248","minimize","","","21051","","","31824","makespan_reverse-cp2025_big","","","0","","","","","35437","","","34795","0","630","","","","","","","","","1089","2.6088","2807","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","302.3071460991632","minimize","8356","0","15125","","","4725","makespan_reverse-cp2025_big","","","0","","","8356","","12836","","","10912","79","4725","","210.124","","","","","6929","","6050","1.87531","5386","0","0",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","0.8260232340544462","minimize","1107","3622","1831","0.01","4115","1378","makespan_reverse-cp2025_big","0.133","1.41","0","1","0.0","1107","491","2071","","109","1736","1","139","109","0.01","0","","0","2681","","0.0","242","0.343026","487","7091","0","1877794405"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","302.9471621240955","minimize","4532","","17764","","3236","28018","makespan_reverse-cp2025_big","1.48","","0","","542.0","4532","","30585","","80505","30510","35","","","81.72","","","","19517","2950","","847","2.41002","2470","","36078",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.40687646111473","minimize","2846","273011","3719","27.68","274110","5154","makespan_reverse-cp2025_big","0.638","4.75","0","1","0.0","2846","1097","6336","","705104","6765","1","156","137","299.224","290508","","414412","11181","","0.0","242","0.767191","1076","1304893581","414412","1324589332"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.7084483960643411","minimize","672","73","605","","","189","makespan_reverse-cp2025_big","","","0","","","672","","534","","","514","1","189","","0.076919","","","","","672","","242","0.235668","237","4105","0",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","OPTIMAL_SOLUTION","1.7250130479224026","minimize","2477","584","605","","","189","makespan_reverse-cp2025_big","","","0","","","2477","","754","","","1065","2","189","","0.226437","","","","","2477","","242","0.337839","502","48659","573",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","302.6320773069747","minimize","","","11858","","","18006","makespan_reverse-cp2025_big","","","0","","","4089","","20451","","","20814","3","360","","","","","","","","","605","1.71771","2105","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","OPTIMAL_SOLUTION","8.553908654954284","minimize","2275","243104","8498","4.903","244839","12428","makespan_reverse-cp2025_big","1.196","7.12","0","9","0.0","2275","1733","14388","","17189","14711","1","284","232","4.915","6001","","10770","25949","","0.0","484","1.34381","1702","61146447","10770","61811212"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5393965421244502","minimize","1609","5423","33","0.006","5562","66","makespan_reverse-cp2025_big","0.029","0.08","0","1","0.0","1609","137","185","","11","342","1","9","11","0.006","0","","0","345","","0.0","","0.233872","133","1163","0","-489571702"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","302.8438309649937","minimize","","","14798","","","22744","makespan_reverse-cp2025_big","","","0","","","3012","","25498","","","25691","1","420","","","","","","","","","726","2.02344","2326","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","SATISFIED","303.9642892139964","minimize","","","27995","","","42286","makespan_reverse-cp2025_big","","","0","","","6503","","46697","","","45178","1","833","","","","","","","","","1452","3.23948","3252","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","UNKNOWN","301.6811078840401","minimize","","","4840","","","1512","makespan_reverse-cp2025_big","","","0","","","","","4826","","","5469","0","1512","","","","","","","","","1936","1.06697","2634","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNKNOWN","301.44974664598703","minimize","","","3630","","","1134","makespan_reverse-cp2025_big","","","0","","","","","3836","","","4690","0","1134","","","","","","","","","1452","0.977501","2252","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.1131398011930287","minimize","1480","6137","3136","0.012","6830","2846","makespan_reverse-cp2025_big","0.224","1.41","0","1","0.0","1480","691","3856","","163","3288","1","211","161","0.012","2","","1","5485","","0.0","363","0.477843","684","15894","1","-716803389"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","1.292187281185761","minimize","683","","","","","978","makespan_reverse-cp2025_big","","","0","","","683","","846","610","1","4854","4","1958","","0.9492","","","","","683","","","0.800502","2724","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","SATISFIED","301.4385044518858","minimize","3724","3015","3025","","","945","makespan_reverse-cp2025_big","","","0","","","3724","","3370","","","4384","69","945","","287.042","","","","","3357","","1210","0.918304","2096","10782310","9123",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","SATISFIED","300.84110820898786","minimize","2720","3336","1815","","","567","makespan_reverse-cp2025_big","","","0","","","2720","","2090","","","2818","22","567","","237.506","","","","","2193","","726","0.665645","1339","251661657","908145",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","301.47871868289076","minimize","4768","2447","3630","","","1134","makespan_reverse-cp2025_big","","","0","","","4768","","3836","","","4690","2","1134","","12.8165","","","","","3184","","1452","0.970406","2252","2642283","8679",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","OPTIMAL_SOLUTION","16.761563821928576","minimize","4234","211092","24709","8.019","214252","36856","makespan_reverse-cp2025_big","3.366","2.11","0","1","0.0","4234","3158","41021","","9963","39816","1","766","609","8.038","4515","","4901","73848","","0.0","1331","2.94968","3119","52337766","4901","1107504802"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","OPTIMAL_SOLUTION","160.47362484806217","minimize","3363","","","","","3876","makespan_reverse-cp2025_big","","","0","","","3363","","2629","1220","2532","26253","34","15752","","159.2445","","272","","","3363","","","5.00808","17158","","",""
