"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","ALL_SOLUTIONS","11.814402604941279","0","0","1936","","4862","","165","","","","1512","5640","1","1512","4840","sat_reverse-cp2025_big","","1.52857","1.06383","satisfy","","2712","","","","55607","","0","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","303.3943197999615","","","1331","","41021","","","","","","36856","39816","0","766","24709","sat_reverse-cp2025_big","","","2.83901","satisfy","","3119","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","3.8957321390043944","","","484","728789970","14020","817","48519","25268","83","0.0","12088","14318","1","280","8328","sat_reverse-cp2025_big","3.16","0.22","1.36233","satisfy","","1676","50227","1706","351","2284005","0.0","351","2","260","0","1.244",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","ALL_SOLUTIONS","23.076667120913044","0","0","1936","","4778","","1921","","","","1512","5338","1","1512","4840","sat_reverse-cp2025_big","","6.60554","1.05044","satisfy","","2580","","","","4835092","","8647","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","12.582112869946286","","","968","1552538225","32038","10656","98222","58258","2360","0.0","28728","31668","1","558","18932","sat_reverse-cp2025_big","7.12","5.129","2.46116","satisfy","","2640","100903","2679","7825","47646194","0.0","7825","0","470","0","2.864",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","SATISFIED","1.1067121620289981","","","242","1248316539","3332","381","23964","5192","0","0.0","2506","3198","1","144","2395","sat_reverse-cp2025_big","2.11","0.04","0.495264","satisfy","","644","24618","652","255","215268","0.0","255","1","120","0","0.187",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","7.054202875122428","","","605","","21727","1690","","14625","","","19642","22041","1","","12496","sat_reverse-cp2025_big","","2.22","1.79432","satisfy","","2056","2825","","","","431.0","738","","","0","1.09",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","4.238301591016352","","","484","-37079800","14020","1439","153387","25268","106","0.0","12088","14318","1","280","8328","sat_reverse-cp2025_big","3.16","0.568","1.29998","satisfy","","1676","155095","1706","943","5194355","0.0","943","3","254","0","1.251",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.70059874211438","","","121","2002647534","1073","96","3754","1397","3","0.0","656","997","1","74","899","sat_reverse-cp2025_big","0.63","0.01","0.294532","satisfy","","323","4083","327","36","13427","0.0","36","0","56","0","0.084",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","308.2371246579569","","","9680","","19910","","","","","","7560","15720","0","7560","24200","sat_reverse-cp2025_big","","","2.85982","satisfy","","7817","","","","","","","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","33.52528792107478","","","3630","","136431","3176","","74975","","","128945","130064","1","","80575","sat_reverse-cp2025_big","","9.79","7.89383","satisfy","","6187","6402","","","","2487.0","1396","","","0","6.92",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","144.70100441295654","","","363","-625544549","10399","264510","133887","18584","94953","0.0","8796","10806","1","224","6111","sat_reverse-cp2025_big","10.68","141.61","1.12476","satisfy","","1419","135335","1446","168904","700425377","0.0","168904","15","184","0","1.024",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","ALL_SOLUTIONS","0.8984811981208622","0","0","242","","576","","5","","","","189","631","1","189","605","sat_reverse-cp2025_big","","0.105105","0.24958","satisfy","","294","","","","1149","","0","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","SATISFIED","2.351321858121082","","","","","1253","1","","","","","1812","8057","1","4448","","sat_reverse-cp2025_big","","1.9464","1.579","satisfy","610","5176","","","","","","","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","9.76133658294566","","","605","1376689594","21727","10429","347544","39794","2857","0.0","19282","22090","1","360","12496","sat_reverse-cp2025_big","4.75","4.271","1.83413","satisfy","","2105","349689","2143","7108","39838113","0.0","7108","8","325","0","2.025999",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","ALL_SOLUTIONS","0.5042881791014224","0","0","","","14","","0","","","","","44","1","","","sat_reverse-cp2025_big","","0.024171","0.170146","satisfy","","17","","","","0","","0","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","6.083394039887935","","","605","","19905","2170","","13644","","","17848","20190","1","","11601","sat_reverse-cp2025_big","","1.55","1.70586","satisfy","","2028","2772","","","","392.0","979","","","0","0.99",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","302.64936134498566","","","605","","21727","","","","","","19282","22090","0","360","12496","sat_reverse-cp2025_big","","","1.77026","satisfy","","2105","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","1.488374057924375","","","242","-958110261","3889","317","11060","6302","69","0.0","2926","3961","1","149","2605","sat_reverse-cp2025_big","2.11","0.036","0.614628","satisfy","","802","11882","820","115","249344","0.0","115","0","132","0","0.354",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","36.59392172587104","","","3025","-2093758388","107237","20191","242949","195674","8006","0.0","99110","102262","1","1716","63830","sat_reverse-cp2025_big","3.16","21.221","6.82802","satisfy","","5415","248405","5454","10926","148285579","0.0","10926","0","1258","0","4.73",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","ALL_SOLUTIONS","34.2220615320839","0","0","4840","","10408","","299","","","","3780","9138","1","3780","12100","sat_reverse-cp2025_big","","3.60907","1.68886","satisfy","","4508","","","","242367","","30","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","5.232162120053545","","","484","","15013","2059","","10705","","","13281","15355","1","","8780","sat_reverse-cp2025_big","","1.18","1.39047","satisfy","","1719","2391","","","","366.0","942","","","0","0.81",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.4808785489294678","","","","948566178","28","2","28379","56","0","0.0","","67","1","","","sat_reverse-cp2025_big","0.05","0.004","0.197271","satisfy","","32","28418","37","0","139","0.0","0","0","1","0","0.025",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","SATISFIED","0.8244052280206233","","","121","","1640","19","","1600","","","1215","1710","1","","1143","sat_reverse-cp2025_big","","0.07","0.311928","satisfy","","424","587","","","","31.0","0","","","0","0.06",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.2741223159246147","","","363","603097760","4225","630","9600","6221","332","0.0","3152","3759","1","212","3289","sat_reverse-cp2025_big","0.28","0.024","0.526987","satisfy","","764","10373","771","139","193566","0.0","139","0","158","0","0.285",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","24.817016340093687","","","","","3551","1","","","","","5248","41817","1","24873","","sat_reverse-cp2025_big","","23.7592","8.21974","satisfy","1830","27076","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.2658270599786","","","3630","","136431","","","","","","126890","130113","0","2055","80575","sat_reverse-cp2025_big","","","8.00361","satisfy","","6236","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","UNKNOWN","303.49889594502747","","","968","","34162","","","","","","30880","33711","0","560","20008","sat_reverse-cp2025_big","","","2.43494","satisfy","","2592","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","UNKNOWN","304.84237548080273","","","1815","","58032","","","","","","52726","55772","0","1035","34928","sat_reverse-cp2025_big","","","3.94404","satisfy","","3789","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","11.78913902794011","","","968","1561198665","34162","3996","334187","62403","876","0.0","30880","33711","1","560","20008","sat_reverse-cp2025_big","16.02","3.337","2.40296","satisfy","","2592","336819","2630","2367","26421278","0.0","2367","5","466","0","3.61",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.3118770199362","","","3630","","132694","","","","","","123162","126350","0","2056","78711","sat_reverse-cp2025_big","","","8.040839","satisfy","","6220","","","","","","","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","UNKNOWN","302.11143268598244","","","2420","","5730","","","","","","1890","6022","0","1890","6050","sat_reverse-cp2025_big","","","1.16113","satisfy","","2924","","","","","","","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","ALL_SOLUTIONS","64.64290008204989","0","0","9680","","19920","","4896","","","","7560","15756","1","7560","24200","sat_reverse-cp2025_big","","8.95533","2.71796","satisfy","","7833","","","","3037918","","10086","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","14.714846277143806","","","1089","-1424342478","39077","9708","365424","71482","903","0.0","35508","38372","1","628","22893","sat_reverse-cp2025_big","4.75","5.606","2.74444","satisfy","","2765","368229","2803","8121","60201786","0.0","8121","8","512","0","3.752",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","2.380761826178059","","","363","387251467","7336","588","26413","12569","155","0.0","5944","7449","1","211","4685","sat_reverse-cp2025_big","7.12","0.104","0.833486","satisfy","","1179","27618","1203","238","800770","0.0","238","0","194","0","0.735",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","SATISFIED","1.1063930159434676","","","121","845613993","2202","1174","11397","3598","538","0.0","1618","2344","1","87","1380","sat_reverse-cp2025_big","0.28","0.058","0.439528","satisfy","","507","11913","514","571","565349","0.0","571","0","64","0","0.218",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","ALL_SOLUTIONS","17.08875308209099","0","0","968","","2732","","1401","","","","756","3617","1","756","2420","sat_reverse-cp2025_big","","10.3696","0.788076","satisfy","","1725","","","","5648783","","17882","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","ALL_SOLUTIONS","0.5119898719713092","0","0","","","26","","0","","","","","82","1","","","sat_reverse-cp2025_big","","0.027227","0.176416","satisfy","","33","","","","0","","0","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","5.401949021033943","","","484","-1390533973","13944","8134","50940","24943","6884","0.0","11990","14204","1","292","8279","sat_reverse-cp2025_big","2.11","1.686","1.28158","satisfy","","1668","52643","1701","895","32185399","0.0","895","3","258","0","1.32",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","SATISFIED","0.636997742112726","","","121","653023965","1017","60","3534","1302","1","0.0","628","906","1","72","885","sat_reverse-cp2025_big","0.63","0.007","0.276155","satisfy","","291","3832","296","1","3618","0.0","1","0","57","0","0.055",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","6.3024929638486356","","","605","1874899340","20375","2928","163087","37153","513","0.0","17962","20707","1","356","11836","sat_reverse-cp2025_big","16.02","1.010999","1.72504","satisfy","","2075","165201","2112","1840","8857792","0.0","1840","5","319","0","1.99",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.47061994508840144","","","","354086605","28","2","28379","56","0","0.0","","67","1","","","sat_reverse-cp2025_big","0.05","0.002","0.191493","satisfy","","32","28418","37","0","139","0.0","0","0","1","0","0.025",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","SATISFIED","9.39721412397921","","","847","-1229167920","27446","5989","144549","49724","3266","0.0","24426","27293","1","495","16210","sat_reverse-cp2025_big","4.75","3.33","2.11194","satisfy","","2447","147036","2485","2000","46971734","0.0","2000","5","414","0","2.216",""
