"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","SATISFIED","0.5186856931541115","","","","-1205597099","185","11","5423","345","0","0.0","66","342","1","9","33","sat_reverse-cp2025_big","0.08","0.006","0.227833","satisfy","","133","5562","137","0","1163","0.0","0","0","10","0","0.029",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","ALL_SOLUTIONS","1.7433632309548557","0","0","242","","754","","91","","","","189","1065","1","189","605","sat_reverse-cp2025_big","","0.229688","0.33935","satisfy","","502","","","","19700","","60","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.3725175990257412","","","242","1541431993","1676","207","462672","1885","0","0.0","1066","1212","1","136","1675","sat_reverse-cp2025_big","2.11","0.267","0.290309","satisfy","","381","463056","382","108","107389","0.0","108","0","98","0","0.413",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","ALL_SOLUTIONS","7.808171228971332","0","0","484","","1540","","1183","","","","378","2260","1","378","1210","sat_reverse-cp2025_big","","4.5755","0.536244","satisfy","","1070","","","","4887762","","17963","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","UNKNOWN","303.0483448470477","","","847","","28011","","","","","","24984","27881","0","494","16489","sat_reverse-cp2025_big","","","2.10132","satisfy","","2461","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","SATISFIED","9.589242245070636","","","726","1221015657","24367","8472","127860","44325","5715","0.0","21636","24476","1","427","14244","sat_reverse-cp2025_big","3.16","3.502","2.086869","satisfy","","2278","130178","2316","2310","42323414","0.0","2310","5","368","0","2.253",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.0236032630782574","","","","","746","0","","","","","766","3987","1","1298","","sat_reverse-cp2025_big","","0.7072","0.614769","satisfy","610","2069","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","SATISFIED","2.255255001829937","","","363","1819699759","8239","932","31596","14289","97","0.0","6776","8423","1","220","5101","sat_reverse-cp2025_big","7.12","0.113","0.856926","satisfy","","1245","32869","1271","642","946832","0.0","642","0","192","0","0.618",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","SATISFIED","8.00810026586987","","","605","-357824646","20503","3353","357816","37346","489","0.0","18058","20866","1","360","11884","sat_reverse-cp2025_big","4.75","2.5","1.72625","satisfy","","2105","359961","2143","2397","22047410","0.0","2397","5","320","0","2.114",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.5354303878266364","","","","","83","0","","","","","170","278","1","253","","sat_reverse-cp2025_big","","0.254","0.246391","satisfy","","242","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.16593337082304","","","3630","","132694","","","","","","123162","126350","0","2056","78711","sat_reverse-cp2025_big","","","8.02185","satisfy","","6220","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","SATISFIED","66.24281390197575","","","726","515524580","24367","50213","264224","44325","45086","0.0","21636","24476","1","427","14244","sat_reverse-cp2025_big","4.75","60.297","1.98273","satisfy","","2278","266542","2316","4788","797221913","0.0","4788","0","338","0","2.218",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","303.3136603459716","","","1089","","37411","","","","","","33820","36767","0","626","22049","sat_reverse-cp2025_big","","","2.73836","satisfy","","2801","","","","","","","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","ALL_SOLUTIONS","5.462841656990349","0","0","968","","2582","","383","","","","756","3253","1","756","2420","sat_reverse-cp2025_big","","0.612223","0.697634","satisfy","","1548","","","","93518","","240","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","SATISFIED","3.9588806331157684","","","484","","12173","2115","","8786","","","10619","12284","1","","7456","sat_reverse-cp2025_big","","1.19","1.13061","satisfy","","1521","2035","","","","237.0","986","","","0","0.53",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","2.328503167955205","","","242","","5256","857","","4499","","","4310","5573","1","","3226","sat_reverse-cp2025_big","","0.52","0.668761","satisfy","","965","1372","","","","135.0","391","","","0","0.24",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","ALL_SOLUTIONS","0.817499941913411","0","0","242","","598","","81","","","","189","695","1","189","605","sat_reverse-cp2025_big","","0.093408","0.259946","satisfy","","321","","","","6392","","0","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","9.218344178050756","","","726","-649641734","24271","6025","103770","44137","2115","0.0","21542","24380","1","425","14197","sat_reverse-cp2025_big","24.03","2.609","1.91181","satisfy","","2278","106088","2316","3538","31045221","0.0","3538","0","371","0","2.759",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","249.93668588716537","","","484","-1186198216","14388","811872","147087","25949","350586","0.0","12428","14711","1","284","8498","sat_reverse-cp2025_big","7.12","246.321","1.30409","satisfy","","1702","148822","1733","461036","2028943182","0.0","461036","0","249","0","1.192",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","7.847057370003313","","","726","","24271","2073","","16036","","","21967","24331","1","","14197","sat_reverse-cp2025_big","","1.94","2.01395","satisfy","","2229","2978","","","","552.0","934","","","0","1.3",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","42.31278496887535","","","1210","-1876168891","38141","42611","1100470","68857","19992","0.0","34284","37182","1","697","22852","sat_reverse-cp2025_big","16.02","33.17","2.70792","satisfy","","2938","1103449","2977","21959","264393007","0.0","21959","10","557","0","3.639",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","UNKNOWN","304.5111218311358","","","1815","","62138","","","","","","56832","59878","0","1035","36981","sat_reverse-cp2025_big","","","4.075389","satisfy","","3789","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","303.1548870531842","","","968","","32734","","","","","","29442","32309","0","560","19289","sat_reverse-cp2025_big","","","2.3629","satisfy","","2608","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","139.26204310706817","","","726","58662525","24271","119861","267166","44137","110618","0.0","21542","24380","1","425","14197","sat_reverse-cp2025_big","24.03","132.646999","1.91545","satisfy","","2278","269484","2316","8907","1696235352","0.0","8907","0","335","0","2.716",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-02.dzn","UNKNOWN","306.8647767570801","","","8470","","17526","","","","","","6615","14059","0","6615","21175","sat_reverse-cp2025_big","","","2.60181","satisfy","","6982","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","SATISFIED","24.30948536004871","","","3025","1285781340","107599","6304","164019","196398","2752","0.0","99472","102625","1","1716","64011","sat_reverse-cp2025_big","16.02","4.315","6.83224","satisfy","","5415","169475","5454","2125","45320187","0.0","2125","5","1279","0","7.852",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","UNKNOWN","303.39454120001756","","","1089","","35209","","","","","","31596","34567","0","630","20937","sat_reverse-cp2025_big","","","2.56975","satisfy","","2807","","","","","","","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","5.494794070022181","","","605","-381616800","19905","1464","63051","36213","90","0.0","17492","20237","1","356","11601","sat_reverse-cp2025_big","4.75","0.417","1.69818","satisfy","","2075","65165","2112","906","4444652","0.0","906","3","322","0","1.899",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","SATISFIED","0.5399378950241953","","","","660741016","50","4","68210","106","0","0.0","8","114","1","","4","sat_reverse-cp2025_big","0.08","0.005","0.201985","satisfy","","51","68268","56","0","337","0.0","0","0","3","0","0.059",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","ALL_SOLUTIONS","30.34063316695392","0","0","3630","","8126","","1687","","","","2835","7717","1","2835","9075","sat_reverse-cp2025_big","","6.10865","1.48625","satisfy","","3770","","","","1048887","","2359","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","SATISFIED","0.8434976360294968","","","242","1217011764","2071","109","3622","2681","0","0.0","1378","1736","1","139","1831","sat_reverse-cp2025_big","1.41","0.009","0.354401","satisfy","","487","4115","491","0","7091","0.0","0","0","108","0","0.131",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.5309614047873765","0","0","","","68","","0","","","","","189","0","","","sat_reverse-cp2025_big","","0.003833","0.199591","satisfy","","78","","","","0","","0","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","SATISFIED","7.028431819984689","","","605","-1186472751","21065","5681","218520","38470","1864","0.0","18620","21428","1","360","12165","sat_reverse-cp2025_big","3.16","1.845","1.71285","satisfy","","2105","220665","2143","3264","15869732","0.0","3264","6","323","0","1.937",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","18.14359880401753","","","1452","","48015","12280","","28731","","","44383","46528","1","","28627","sat_reverse-cp2025_big","","8.77","3.34448","satisfy","","3257","3904","","","","914.0","5854","","","0","2.46",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","5.907619419042021","","","605","1534662657","19905","2855","88941","36213","1229","0.0","17492","20237","1","356","11601","sat_reverse-cp2025_big","4.75","0.922","1.64262","satisfy","","2075","91055","2112","1306","10504742","0.0","1306","0","319","0","1.889",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.4964955619070679","","","","-1592546552","91","8","19277","173","2","0.0","34","166","1","3","17","sat_reverse-cp2025_big","0.12","0.005","0.204714","satisfy","","64","19348","69","1","790","0.0","1","0","4","0","0.023",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","UNKNOWN","303.50313988304697","","","1089","","35596","","","","","","32026","34891","0","629","21152","sat_reverse-cp2025_big","","","2.57596","satisfy","","2765","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","UNKNOWN","302.2407537479885","","","968","","20306","","","","","","17580","18854","0","562","13358","sat_reverse-cp2025_big","","","1.53211","satisfy","","1865","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","9.075436510844156","","","726","-506938186","24271","6025","103770","44137","2115","0.0","21542","24380","1","425","14197","sat_reverse-cp2025_big","24.03","2.537","1.91993","satisfy","","2278","106088","2316","3538","31045221","0.0","3538","6","371","0","2.705",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","ALL_SOLUTIONS","4.217885403893888","0","0","484","","1540","","1397","","","","378","2260","1","378","1210","sat_reverse-cp2025_big","","0.724912","0.541658","satisfy","","1070","","","","198497","","1773","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","ALL_SOLUTIONS","6.000179060967639","0","0","726","","1952","","638","","","","567","2473","1","567","1815","sat_reverse-cp2025_big","","2.45274","0.580383","satisfy","","1175","","","","3070606","","8881","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","ALL_SOLUTIONS","10.195523906033486","0","0","1210","","3370","","132","","","","945","4384","1","945","3025","sat_reverse-cp2025_big","","1.06575","0.902957","satisfy","","2096","","","","38767","","0","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-03.dzn","SATISFIED","0.7059242972172797","","","121","1615251069","1271","65","4556","1795","0","0.0","838","1215","1","74","990","sat_reverse-cp2025_big","1.41","0.009","0.303497","satisfy","","340","4903","345","0","5399","0.0","0","0","64","0","0.083",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNKNOWN","301.8854418678675","","","484","241411057","13082","376969","273648","23374","149719","0.0","11224","13249","0","280","7896","sat_reverse-cp2025_big","4.75","298.821","1.17173","satisfy","","1578","275258","1608","227214","1553853371","0.0","227214","0","37","0","0.925",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","13.967118744039908","","","968","2136744646","29789","4959","401992","53659","432","0.0","26508","29338","1","559","17822","sat_reverse-cp2025_big","4.75","5.072","2.24911","satisfy","","2592","404624","2630","4072","30789389","0.0","4072","0","454","0","3.989",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","ALL_SOLUTIONS","20.540455617010593","0","0","1694","","3928","","1854","","","","511","4213","1","2135","4235","sat_reverse-cp2025_big","","13.703","0.97825","satisfy","","2409","","","","1321961","","1383","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","ALL_SOLUTIONS","0.5660381920170039","0","0","","","68","","4","","","","","212","1","","","sat_reverse-cp2025_big","","0.025712","0.195023","satisfy","","84","","","","4","","0","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNKNOWN","301.97914472804405","","","484","","13082","","","","","","11224","13249","0","280","7896","sat_reverse-cp2025_big","","","1.20743","satisfy","","1578","","","","","","","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","301.8910327060148","","","2178","","5278","","","","","","1701","5765","0","1701","5445","sat_reverse-cp2025_big","","","1.19925","satisfy","","2789","","","","","","","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","SATISFIED","0.6355236468371004","","","","704179723","91","9","104452","176","0","0.0","20","189","1","3","10","sat_reverse-cp2025_big","0.63","0.006","0.217469","satisfy","","82","104597","143","0","658","0.0","0","0","8","0","0.13",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","ALL_SOLUTIONS","1.2794551539700478","0","0","242","","682","","5","","","","189","931","1","189","605","sat_reverse-cp2025_big","","0.145142","0.293138","satisfy","","434","","","","1196","","0","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","70.13102811621502","","","","","5663","1","","","","","7026","82205","1","47656","","sat_reverse-cp2025_big","","68.3772","14.8085","satisfy","3660","52081","","","","","","","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","16.401787871029228","","","1089","1443171249","35667","9076","119468","64658","6475","0.0","32096","34962","1","630","21187","sat_reverse-cp2025_big","16.02","8.272","2.54","satisfy","","2765","122273","2803","2087","129910330","0.0","2087","0","513","0","3.291",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","SATISFIED","0.45548713812604547","","","","874579505","14","1","10807","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.05","0.001","0.186373","satisfy","","17","10828","19","0","52","0.0","0","0","0","0","0.011",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","ALL_SOLUTIONS","35.51453201798722","0","0","3630","","8126","","1426","","","","2835","7717","1","2835","9075","sat_reverse-cp2025_big","","14.731","1.46483","satisfy","","3770","","","","4793805","","1204","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","1.4797935078386217","","","242","-308389959","3889","350","11068","6302","69","0.0","2926","3961","1","149","2605","sat_reverse-cp2025_big","2.11","0.038","0.608865","satisfy","","802","11890","820","115","267624","0.0","115","1","132","0","0.355",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","ALL_SOLUTIONS","0.8464884841814637","0","0","242","","574","","101","","","","189","626","1","189","605","sat_reverse-cp2025_big","","0.092924","0.251201","satisfy","","290","","","","6562","","24","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","SATISFIED","1.5145709689240903","","","121","-1036186971","1089","64","564388","1456","0","0.0","676","1021","1","72","909","sat_reverse-cp2025_big","0.94","0.016","0.290302","satisfy","","322","564985","595","0","4480","0.0","0","0","63","0","0.802",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","UNKNOWN","302.77687430614606","","","605","","20503","","","","","","18058","20866","0","360","11884","sat_reverse-cp2025_big","","","1.73474","satisfy","","2105","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","5.0556706299539655","","","","","1988","1","","","","","2933","16833","1","9924","","sat_reverse-cp2025_big","","4.4726","3.52061","satisfy","915","10985","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","SATISFIED","1.6054436080157757","","","","","970","0","","","","","1226","5610","1","2566","","sat_reverse-cp2025_big","","1.2478","1.044659","satisfy","610","3323","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","3.111519404919818","","","363","-817218498","9239","1868","58944","16405","738","0.0","7732","9553","1","212","5579","sat_reverse-cp2025_big","0.94","0.318","0.98998","satisfy","","1329","60299","1353","948","3133317","0.0","948","0","181","0","0.94",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-02.dzn","SATISFIED","41.829261631006375","","","","","5308","1","","","","","7029","76991","1","44816","","sat_reverse-cp2025_big","","40.2701","13.734","satisfy","3355","48948","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","UNKNOWN","306.21856939792633","","","3025","","107599","","","","","","99472","102625","0","1716","64011","sat_reverse-cp2025_big","","","6.79467","satisfy","","5415","","","","","","","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","ALL_SOLUTIONS","2.0725652559194714","0","0","484","","1296","","241","","","","378","1672","1","378","1210","sat_reverse-cp2025_big","","0.252407","0.434432","satisfy","","785","","","","124288","","366","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","SATISFIED","0.6889815949834883","","","121","-1325676374","1133","60","2453","1533","0","0.0","706","1076","1","74","924","sat_reverse-cp2025_big","0.94","0.008","0.303023","satisfy","","335","2796","341","1","5756","0.0","1","0","58","0","0.076",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.5328047559596598","0","0","","","68","","0","","","","","189","0","","","sat_reverse-cp2025_big","","0.005451","0.200504","satisfy","","78","","","","0","","0","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","ALL_SOLUTIONS","15.217239442048594","0","0","2178","","5254","","170","","","","1701","5680","1","1701","5445","sat_reverse-cp2025_big","","1.7842","1.1076","satisfy","","2752","","","","66661","","0","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.631574294064194","","","121","2012174570","1000","104","7636","1245","18","0.0","598","897","1","75","870","sat_reverse-cp2025_big","2.11","0.009","0.280248","satisfy","","302","7945","307","24","7888","0.0","24","0","61","0","0.054",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","2.5292309941723943","","","242","-822344872","6262","2688","54853","11033","1470","0.0","5080","6691","1","156","3682","sat_reverse-cp2025_big","1.41","0.328","0.805033","satisfy","","1076","55952","1097","1085","3068959","0.0","1085","0","132","0","0.685",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","22.6439490809571","","","1210","-519471576","38979","27978","361124","70525","5736","0.0","35132","37994","1","697","23276","sat_reverse-cp2025_big","4.75","13.257","2.67554","satisfy","","2922","364087","2961","21482","118524287","0.0","21482","10","560","0","3.989",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","1.355942924041301","","","242","395010155","3598","972","16303","5858","479","0.0","2680","3686","1","136","2482","sat_reverse-cp2025_big","0.94","0.106","0.52722","satisfy","","786","17105","800","366","899959","0.0","366","0","126","0","0.281",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","6.79055198491551","","","847","-890520638","27967","3810","215813","51782","442","0.0","24547","27361","1","1291","16738","sat_reverse-cp2025_big","3.16","1.629","2.08697","satisfy","","2420","218273","2458","2700","17046896","0.0","2700","5","424","0","1.599",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.4199049430899322","","","","","44","4","","150","","","4","109","1","","2","sat_reverse-cp2025_big","","0.01","0.166173","satisfy","","50","86","","","","1.0","0","","","0","0.01",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.6938893378246576","","","121","-1636063699","1073","59","2378","1397","0","0.0","656","997","1","74","899","sat_reverse-cp2025_big","0.63","0.008","0.293914","satisfy","","323","2707","327","0","4345","0.0","0","0","58","0","0.084",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNKNOWN","302.7010261961259","","","726","","24687","","","","","","21956","24796","0","427","14404","sat_reverse-cp2025_big","","","1.86822","satisfy","","2278","","","","","","","","","0","",""
